token	class
<eos>	<eos>
৫০টি	CARDINAL
অঙ্গরাজ্যের	PLAIN
মধ্যে	PLAIN
৪৯টিতেই	CARDINAL
জেতেন	PLAIN
<eos>	<eos>
প্রাথমিকের	PLAIN
৬৫০০	CARDINAL
শিক্ষকের	PLAIN
নিয়োগ	PLAIN
বাতিলে	PLAIN
হাইকোর্টের	PLAIN
রায়	PLAIN
<eos>	<eos>
সরকারি	PLAIN
প্রাথমিক	PLAIN
বিদ্যালয়ের	PLAIN
সহকারী	PLAIN
শিক্ষক	PLAIN
পদে	PLAIN
তৃতীয়	PLAIN
ধাপে	PLAIN
ঢাকা	PLAIN
ও	PLAIN
চট্টগ্রাম	PLAIN
বিভাগে	PLAIN
চূড়ান্ত	PLAIN
ফলাফলে	PLAIN
উত্তীর্ণ	PLAIN
৬	CARDINAL
হাজার	PLAIN
৫৩১	CARDINAL
জনের	PLAIN
নিয়োগ	PLAIN
কার্যক্রম	PLAIN
বাতিল	PLAIN
করে	PLAIN
রায়	PLAIN
দিয়েছেন	PLAIN
হাইকোর্ট	PLAIN
।	SYMBOL
<eos>	<eos>
উড়োজাহাজে	PLAIN
৪০	CARDINAL
ঘণ্টার	PLAIN
নরকযন্ত্রণা	PLAIN
<eos>	<eos>
বুধবার	PLAIN
যুক্তরাষ্ট্র	PLAIN
থেকে	PLAIN
যে	PLAIN
১০৪	CARDINAL
জনকে	PLAIN
ফেরত	PLAIN
পাঠানো	PLAIN
হচ্ছে	PLAIN
<eos>	<eos>
মোহাম্মদপুরে	PLAIN
ছিনতাইকারীসহ	PLAIN
বিভিন্ন	PLAIN
অপরাধে	PLAIN
জড়িত	PLAIN
অভিযোগে	PLAIN
২৫	CARDINAL
জনকে	PLAIN
গ্রেপ্তার	PLAIN
<eos>	<eos>
চাঁদপুরে	PLAIN
এক	CARDINAL
দশকে	PLAIN
আবাদি	PLAIN
জমি	PLAIN
কমেছে	PLAIN
১১	CARDINAL
হাজার	PLAIN
৬৩৭	CARDINAL
হেক্টর	PLAIN
<eos>	<eos>
কুমিল্লায়	PLAIN
গোমতীর	PLAIN
চরে	PLAIN
আবাদ	PLAIN
হয়নি	PLAIN
১৫০০	CARDINAL
হেক্টর	PLAIN
জমি	PLAIN
<eos>	<eos>
গত	PLAIN
১৫	CARDINAL
বছরে	PLAIN
১৫	CARDINAL
হাজার	PLAIN
৭৫৬	CARDINAL
জন	PLAIN
ভারতীয়	PLAIN
অভিবাসীকে	PLAIN
ফেরত	PLAIN
পাঠিয়েছে	PLAIN
যুক্তরাষ্ট্র	PLAIN
।	SYMBOL
<eos>	<eos>
এক	CARDINAL
বছরে	PLAIN
২৬	CARDINAL
হাজারের	PLAIN
বেশি	PLAIN
অগ্নিকাণ্ড	PLAIN
,	SYMBOL
নিহত	PLAIN
১৪০	CARDINAL
<eos>	<eos>
এর	PLAIN
মধ্যে	PLAIN
৬	CARDINAL
হাজার	PLAIN
৪০৮টি	CARDINAL
সড়ক	PLAIN
দুর্ঘটনায়	PLAIN
৯	CARDINAL
হাজার	PLAIN
৩১৯	CARDINAL
জন	PLAIN
আহত	PLAIN
ও	PLAIN
১	CARDINAL
হাজার	PLAIN
৪৮৪	CARDINAL
জন	PLAIN
নিহতদের	PLAIN
উদ্ধার	PLAIN
করে	PLAIN
ফায়ার	PLAIN
সার্ভিস	PLAIN
।	SYMBOL
<eos>	<eos>
মোবাইল	PLAIN
কোর্টের	PLAIN
মাধ্যেমে	PLAIN
১৪৯টি	CARDINAL
প্রতিষ্ঠানকে	PLAIN
২	CARDINAL
কোটি	PLAIN
৫৮	CARDINAL
লাখ	PLAIN
৩২	CARDINAL
হাজার	PLAIN
টাকা	PLAIN
জরিমানা	PLAIN
করা	PLAIN
হয়	PLAIN
।	SYMBOL
<eos>	<eos>
৩	CARDINAL
হাজার	PLAIN
৯২১টি	CARDINAL
প্রশিক্ষণ	PLAIN
কোর্সের	PLAIN
মাধ্যমে	PLAIN
১	CARDINAL
লাখ	PLAIN
৫৬	CARDINAL
হাজার	PLAIN
৮	CARDINAL
শ	PLAIN
৪০	CARDINAL
জন	PLAIN
পোশাকশ্রমিককে	PLAIN
অগ্নিদুর্ঘটনায়	PLAIN
করণীয়	PLAIN
বিষয়ে	PLAIN
প্রশিক্ষণ	PLAIN
দেওয়া	PLAIN
হয়	PLAIN
।	SYMBOL
<eos>	<eos>
স্থানীয়	PLAIN
সময়	PLAIN
শনিবার	PLAIN
ইউক্রেনজুড়ে	PLAIN
১২৩	CARDINAL
টি	PLAIN
ড্রোন	PLAIN
এবং	PLAIN
৪০	CARDINAL
টির	PLAIN
বেশি	PLAIN
ক্ষেপণাস্ত্র	PLAIN
হামলা	PLAIN
চালিয়েছে	PLAIN
মস্কো	PLAIN
।	SYMBOL
<eos>	<eos>
বিশ্বে	PLAIN
প্রায়	PLAIN
১০০	CARDINAL
কোটির	PLAIN
বেশি	PLAIN
মানুষ	PLAIN
স্থূলতায়	PLAIN
ভুগছে	PLAIN
।	SYMBOL
<eos>	<eos>
জাতীয়	PLAIN
সংসদের	PLAIN
৩০০	CARDINAL
সংসদীয়	PLAIN
আসনের	PLAIN
মধ্যে	PLAIN
৫০	CARDINAL
-	SYMBOL
এর	PLAIN
বেশি	PLAIN
আসনের	PLAIN
সীমানা	PLAIN
নিয়ে	PLAIN
জটিলতা	PLAIN
রয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
কুমিল্লা	PLAIN
-	SYMBOL
৯	CARDINAL
ও	PLAIN
কুমিল্লা	PLAIN
-	SYMBOL
১২	CARDINAL
আসন	PLAIN
পুনর্বহাল	PLAIN
চেয়েছে	PLAIN
কুমিল্লা	PLAIN
বাঁচাও	PLAIN
মঞ্চ	PLAIN
।	SYMBOL
<eos>	<eos>
২০০	CARDINAL
বছরের	PLAIN
পুরোনো	PLAIN
দুধের	PLAIN
হাট	PLAIN
<eos>	<eos>
সেখানে	PLAIN
প্রতিদিন	PLAIN
প্রায়	PLAIN
২০০	CARDINAL
মণ	PLAIN
দুধ	PLAIN
বিক্রি	PLAIN
হয়ে	PLAIN
থাকে	PLAIN
।	SYMBOL
<eos>	<eos>
৩৫৫	CARDINAL
রান	PLAIN
ও	PLAIN
১৩	CARDINAL
উইকেট	PLAIN
নিয়ে	PLAIN
টুর্নামেন্ট	PLAIN
সেরা	PLAIN
হন	PLAIN
মেহেদি	PLAIN
হাসান	PLAIN
মিরাজ	PLAIN
।	SYMBOL
<eos>	<eos>
লুণ্ঠিত	PLAIN
২৫০	CARDINAL
ভরি	PLAIN
স্বর্ণের	PLAIN
মধ্যে	PLAIN
৫	CARDINAL
ভরি	PLAIN
উদ্ধার	PLAIN
,	SYMBOL
গ্রেফতার	PLAIN
৩	CARDINAL
<eos>	<eos>
দেশের	PLAIN
মোট	PLAIN
জনসংখ্যা	PLAIN
গত	PLAIN
বছরের	PLAIN
তুলনায়	PLAIN
বেড়ে	PLAIN
হয়েছে	PLAIN
১৭	CARDINAL
কোটি	PLAIN
৫০	CARDINAL
লাখ	PLAIN
।	SYMBOL
<eos>	<eos>
রাজধানীতে	PLAIN
গতকাল	PLAIN
৩৯৮	CARDINAL
জনকে	PLAIN
গ্রেফতার	PLAIN
করেছে	PLAIN
পুলিশ	PLAIN
।	SYMBOL
<eos>	<eos>
সড়ক	PLAIN
দুর্ঘটনায়	PLAIN
গত	PLAIN
মাসে	PLAIN
মারা	PLAIN
গেছেন	PLAIN
৪৫৭	CARDINAL
জন	PLAIN
।	SYMBOL
<eos>	<eos>
বন্যায়	PLAIN
দেশের	PLAIN
২১টি	CARDINAL
জেলার	PLAIN
১১	CARDINAL
লাখ	PLAIN
৭৮	CARDINAL
হাজার	PLAIN
মানুষ	PLAIN
ক্ষতিগ্রস্ত	PLAIN
হয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
পদ্মা	PLAIN
সেতু	PLAIN
নির্মাণে	PLAIN
খরচ	PLAIN
হয়েছে	PLAIN
৩০	CARDINAL
হাজার	PLAIN
১৯৩	CARDINAL
কোটি	PLAIN
টাকা	PLAIN
।	SYMBOL
<eos>	<eos>
দেশের	PLAIN
৮	CARDINAL
টি	PLAIN
বিভাগে	PLAIN
৬৪	CARDINAL
টি	PLAIN
জেলা	PLAIN
রয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
চট্টগ্রাম	PLAIN
বন্দরে	PLAIN
গত	PLAIN
বছর	PLAIN
৯০	CARDINAL
লাখ	PLAIN
টিইউ	ACRONYM
কন্টেইনার	PLAIN
হ্যান্ডলিং	PLAIN
হয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
দেশে	PLAIN
প্রতিদিন	PLAIN
১২	CARDINAL
হাজার	PLAIN
টন	PLAIN
প্লাস্টিক	PLAIN
বর্জ্য	PLAIN
উৎপাদিত	PLAIN
হয়	PLAIN
।	SYMBOL
<eos>	<eos>
বাংলাদেশ	PLAIN
ব্যাংকের	PLAIN
তথ্য	PLAIN
অনুযায়ী	PLAIN
দেশে	PLAIN
রিজার্ভ	PLAIN
রয়েছে	PLAIN
১৯.৭	DECIMAL
বিলিয়ন	PLAIN
ডলার	PLAIN
।	SYMBOL
<eos>	<eos>
বঙ্গবন্ধু	PLAIN
সেতুর	PLAIN
দৈর্ঘ্য	PLAIN
৪.৮	DECIMAL
কিলোমিটার	PLAIN
।	SYMBOL
<eos>	<eos>
গাজীপুরে	PLAIN
৫০০	CARDINAL
একর	PLAIN
জমির	PLAIN
উপর	PLAIN
নির্মিত	PLAIN
হচ্ছে	PLAIN
হাই-টেক	PLAIN
পার্ক	PLAIN
।	SYMBOL
<eos>	<eos>
স্বাধীনতার	PLAIN
সুবর্ণজয়ন্তীতে	PLAIN
৫০টি	CARDINAL
বিশেষ	PLAIN
প্রকল্প	PLAIN
হাতে	PLAIN
নিয়েছে	PLAIN
সরকার	PLAIN
।	SYMBOL
<eos>	<eos>
দেশের	PLAIN
১৬৪টি	CARDINAL
উপজেলায়	PLAIN
বন্যার	PLAIN
পানি	PLAIN
ঢুকেছে	PLAIN
।	SYMBOL
<eos>	<eos>
মৎস্য	PLAIN
ও	PLAIN
প্রাণিসম্পদ	PLAIN
মন্ত্রণালয়ের	PLAIN
বাজেট	PLAIN
বরাদ্দ	PLAIN
দেওয়া	PLAIN
হয়েছে	PLAIN
৩,৬৭৮	CARDINAL
কোটি	PLAIN
টাকা	PLAIN
।	SYMBOL
<eos>	<eos>
যমুনা	PLAIN
নদীর	PLAIN
পানি	PLAIN
বিপদসীমার	PLAIN
৭৫	CARDINAL
সেন্টিমিটার	PLAIN
উপর	PLAIN
দিয়ে	PLAIN
প্রবাহিত	PLAIN
হচ্ছে	PLAIN
।	SYMBOL
<eos>	<eos>
ভারতের	PLAIN
সাথে	PLAIN
বাংলাদেশের	PLAIN
স্থলসীমা	PLAIN
৪০৯৬	CARDINAL
কিলোমিটার	PLAIN
।	SYMBOL
<eos>	<eos>
গত	PLAIN
অর্থবছরে	PLAIN
রেমিট্যান্স	PLAIN
এসেছে	PLAIN
২১	CARDINAL
বিলিয়ন	PLAIN
ডলার	PLAIN
।	SYMBOL
<eos>	<eos>
রোহিঙ্গা	PLAIN
ক্যাম্পে	PLAIN
১১	CARDINAL
লাখ	PLAIN
শরণার্থী	PLAIN
বসবাস	PLAIN
করছে	PLAIN
।	SYMBOL
<eos>	<eos>
৯	CARDINAL
মাসে	PLAIN
৮৯	CARDINAL
হাজার	PLAIN
কোটি	PLAIN
টাকার	PLAIN
বিদেশি	PLAIN
বিনিয়োগ	PLAIN
এসেছে	PLAIN
।	SYMBOL
<eos>	<eos>
দেশের	PLAIN
১৯	CARDINAL
টি	PLAIN
বিশ্ববিদ্যালয়ে	PLAIN
৭৪০	CARDINAL
টি	PLAIN
পদে	PLAIN
নিয়োগ	PLAIN
দেবে	PLAIN
সরকার	PLAIN
।	SYMBOL
<eos>	<eos>
জাতীয়	PLAIN
সংসদের	PLAIN
৩০০টি	CARDINAL
আসনের	PLAIN
মধ্যে	PLAIN
৫০	CARDINAL
টি	PLAIN
সংরক্ষিত	PLAIN
মহিলাদের	PLAIN
জন্য	PLAIN
।	SYMBOL
<eos>	<eos>
ঈদের	PLAIN
ছুটিতে	PLAIN
৭৮	CARDINAL
লাখ	PLAIN
মানুষ	PLAIN
ঢাকা	PLAIN
ত্যাগ	PLAIN
করেছেন	PLAIN
।	SYMBOL
<eos>	<eos>
মুজিববর্ষে	PLAIN
১০০	CARDINAL
টি	PLAIN
বিশেষ	PLAIN
স্কুল	PLAIN
নির্মাণ	PLAIN
করা	PLAIN
হয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
এসএসসি	ACRONYM
পরীক্ষায়	PLAIN
২৪	CARDINAL
লাখ	PLAIN
ছাত্রছাত্রী	PLAIN
অংশগ্রহণ	PLAIN
করেছে	PLAIN
।	SYMBOL
<eos>	<eos>
মেট্রোরেলের	PLAIN
টিকেটের	PLAIN
মূল্য	PLAIN
নির্ধারণ	PLAIN
করা	PLAIN
হয়েছে	PLAIN
৬০	CARDINAL
টাকা	PLAIN
।	SYMBOL
<eos>	<eos>
১৯৭১	CARDINAL
সালের	PLAIN
মুক্তিযুদ্ধে	PLAIN
৩০	CARDINAL
লাখ	PLAIN
মানুষ	PLAIN
শহীদ	PLAIN
হন	PLAIN
।	SYMBOL
<eos>	<eos>
দেশের	PLAIN
রপ্তানি	PLAIN
আয়	PLAIN
৪৭	CARDINAL
বিলিয়ন	PLAIN
ডলার	PLAIN
ছাড়িয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
৫০০	CARDINAL
শয্যার	PLAIN
নতুন	PLAIN
হাসপাতাল	PLAIN
নির্মাণ	PLAIN
করা	PLAIN
হবে	PLAIN
রাজধানীতে	PLAIN
।	SYMBOL
<eos>	<eos>
আগামী	PLAIN
৫	CARDINAL
বছরে	PLAIN
১০০	CARDINAL
টি	PLAIN
নতুন	PLAIN
বিদ্যুৎ	PLAIN
কেন্দ্র	PLAIN
স্থাপনের	PLAIN
পরিকল্পনা	PLAIN
রয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
করোনা	PLAIN
মহামারীতে	PLAIN
দেশে	PLAIN
২৯	CARDINAL
হাজার	PLAIN
৩৪৫	CARDINAL
জন	PLAIN
মৃত্যুবরণ	PLAIN
করেন	PLAIN
।	SYMBOL
<eos>	<eos>
জলবায়ু	PLAIN
পরিবর্তন	PLAIN
মোকাবেলায়	PLAIN
৮৬	CARDINAL
হাজার	PLAIN
কোটি	PLAIN
টাকার	PLAIN
প্রকল্প	PLAIN
গ্রহণ	PLAIN
করেছে	PLAIN
সরকার	PLAIN
।	SYMBOL
<eos>	<eos>
দেশে	PLAIN
প্রতিদিন	PLAIN
৭৫০০	CARDINAL
টন	PLAIN
প্লাস্টিক	PLAIN
পণ্য	PLAIN
উৎপাদিত	PLAIN
হয়	PLAIN
।	SYMBOL
<eos>	<eos>
আটটি	CARDINAL
বিভাগে	PLAIN
৬৪টি	CARDINAL
জেলায়	PLAIN
৩৬টি	CARDINAL
শহর	PLAIN
এবং	PLAIN
৪৯২টি	CARDINAL
উপজেলা	PLAIN
রয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
এই	PLAIN
বছর	PLAIN
হজে	PLAIN
গিয়েছেন	PLAIN
১	CARDINAL
লাখ	PLAIN
২৭	CARDINAL
হাজার	PLAIN
বাংলাদেশী	PLAIN
।	SYMBOL
<eos>	<eos>
হাওর	PLAIN
এলাকার	PLAIN
১৮টি	CARDINAL
উপজেলায়	PLAIN
বন্যা	PLAIN
দেখা	PLAIN
দিয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
গত	PLAIN
১০	CARDINAL
বছরে	PLAIN
দেশে	PLAIN
৩৪০০	CARDINAL
কিলোমিটার	PLAIN
নতুন	PLAIN
সড়ক	PLAIN
নির্মাণ	PLAIN
করা	PLAIN
হয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
মাননীয়	PLAIN
প্রধানমন্ত্রী	PLAIN
কাল	PLAIN
৫	CARDINAL
টি	PLAIN
নতুন	PLAIN
বিদ্যুৎ	PLAIN
কেন্দ্রের	PLAIN
ভিত্তিপ্রস্তর	PLAIN
স্থাপন	PLAIN
করেছেন	PLAIN
।	SYMBOL
<eos>	<eos>
কৃষি	PLAIN
বাজেটে	PLAIN
২৫	CARDINAL
হাজার	PLAIN
কোটি	PLAIN
টাকা	PLAIN
বরাদ্দ	PLAIN
দেওয়া	PLAIN
হয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
আওয়ামী	PLAIN
লীগের	PLAIN
২২তম	ORDINAL
সম্মেলনে	PLAIN
৭	CARDINAL
হাজার	PLAIN
প্রতিনিধি	PLAIN
অংশগ্রহণ	PLAIN
করেছেন	PLAIN
।	SYMBOL
<eos>	<eos>
বাংলাদেশের	PLAIN
সমুদ্রসীমা	PLAIN
১১৮,৮১৩	CARDINAL
বর্গকিলোমিটার	PLAIN
।	SYMBOL
<eos>	<eos>
সরকারি	PLAIN
চাকরিতে	PLAIN
৩০	CARDINAL
টি	PLAIN
কোটা	PLAIN
সংরক্ষিত	PLAIN
রয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
বিমান	PLAIN
বাংলাদেশ	PLAIN
এয়ারলাইন্সের	PLAIN
বহরে	PLAIN
২১	CARDINAL
টি	PLAIN
বিমান	PLAIN
রয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
শহীদ	PLAIN
মিনার	PLAIN
থেকে	PLAIN
পদ্মা	PLAIN
সেতু	PLAIN
পর্যন্ত	PLAIN
১৩৭	CARDINAL
কিলোমিটার	PLAIN
।	SYMBOL
<eos>	<eos>
খাদ্য	PLAIN
মন্ত্রণালয়	PLAIN
৩০	CARDINAL
লাখ	PLAIN
মেট্রিক	PLAIN
টন	PLAIN
চাল	PLAIN
সংগ্রহ	PLAIN
করবে	PLAIN
।	SYMBOL
<eos>	<eos>
টি-২০	ACRONYM
বিশ্বকাপে	PLAIN
বাংলাদেশ	PLAIN
১৬৫	CARDINAL
রান	PLAIN
করে	PLAIN
পাকিস্তানকে	PLAIN
হারিয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
১৯৯৬	CARDINAL
সালে	PLAIN
দেশে	PLAIN
প্রথম	PLAIN
মোবাইল	PLAIN
ফোন	PLAIN
চালু	PLAIN
হয়	PLAIN
।	SYMBOL
<eos>	<eos>
বর্তমানে	PLAIN
দেশে	PLAIN
১৬	CARDINAL
কোটি	PLAIN
মোবাইল	PLAIN
গ্রাহক	PLAIN
রয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
ঢাকা	PLAIN
শহরে	PLAIN
প্রতিদিন	PLAIN
৭০০০	CARDINAL
টন	PLAIN
বর্জ্য	PLAIN
উৎপাদিত	PLAIN
হয়	PLAIN
।	SYMBOL
<eos>	<eos>
জাতীয়	PLAIN
রাজস্ব	PLAIN
বোর্ড	PLAIN
৩	CARDINAL
লাখ	PLAIN
৫০	CARDINAL
হাজার	PLAIN
কোটি	PLAIN
টাকা	PLAIN
আয়ের	PLAIN
লক্ষ্যমাত্রা	PLAIN
নির্ধারণ	PLAIN
করেছে	PLAIN
।	SYMBOL
<eos>	<eos>
এ	PLAIN
বছর	PLAIN
নিয়োগ	PLAIN
পরীক্ষায়	PLAIN
৮	CARDINAL
লাখ	PLAIN
৭০	CARDINAL
হাজার	PLAIN
প্রার্থী	PLAIN
অংশগ্রহণ	PLAIN
করেছেন	PLAIN
।	SYMBOL
<eos>	<eos>
শেয়ার	PLAIN
বাজারে	PLAIN
৩৬৪	CARDINAL
টি	PLAIN
কোম্পানি	PLAIN
তালিকাভুক্ত	PLAIN
আছে	PLAIN
।	SYMBOL
<eos>	<eos>
সিলেটে	PLAIN
১০০	CARDINAL
বছরের	PLAIN
সর্বোচ্চ	PLAIN
বৃষ্টিপাত	PLAIN
রেকর্ড	PLAIN
করা	PLAIN
হয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
এ	PLAIN
বছরের	PLAIN
বন্যায়	PLAIN
৭	CARDINAL
টি	PLAIN
বিভাগের	PLAIN
১৭	CARDINAL
জেলায়	PLAIN
পানি	PLAIN
ঢুকেছে	PLAIN
।	SYMBOL
<eos>	<eos>
বাজেটে	PLAIN
শিক্ষা	PLAIN
খাতে	PLAIN
৭১,৯৫১	CARDINAL
কোটি	PLAIN
টাকা	PLAIN
বরাদ্দ	PLAIN
দেওয়া	PLAIN
হয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
দেশের	PLAIN
২২	CARDINAL
কোটি	PLAIN
মানুষ	PLAIN
ইন্টারনেট	PLAIN
ব্যবহার	PLAIN
করে	PLAIN
।	SYMBOL
<eos>	<eos>
রাজধানীতে	PLAIN
৯৫টি	CARDINAL
থানায়	PLAIN
১১	CARDINAL
হাজার	PLAIN
পুলিশ	PLAIN
সদস্য	PLAIN
কর্মরত	PLAIN
।	SYMBOL
<eos>	<eos>
এ	PLAIN
বছর	PLAIN
১৭	CARDINAL
লাখ	PLAIN
মেট্রিক	PLAIN
টন	PLAIN
আলু	PLAIN
উৎপাদন	PLAIN
হয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
বাংলাদেশ	PLAIN
থেকে	PLAIN
২৫	CARDINAL
টি	PLAIN
দেশে	PLAIN
পাট	PLAIN
রফতানি	PLAIN
হয়	PLAIN
।	SYMBOL
<eos>	<eos>
সরকারের	PLAIN
১০০	CARDINAL
দিনের	PLAIN
কর্মসূচীতে	PLAIN
৪০	CARDINAL
টি	PLAIN
গুরুত্বপূর্ণ	PLAIN
প্রকল্প	PLAIN
অন্তর্ভুক্ত	PLAIN
।	SYMBOL
