token	class
-	SYMBOL
১৯৯০	DATE
)	SYMBOL
<eos>	<eos>
শিক্ষা	PLAIN
সহায়তা	PLAIN
ট্রাস্ট	PLAIN
আইন	PLAIN
,	SYMBOL
২০১২	DATE
<eos>	<eos>
জাতীয়	PLAIN
স্বাস্থ্য	PLAIN
নীতিমালা	PLAIN
-	SYMBOL
২০১১	DATE
<eos>	<eos>
জাতীয়	PLAIN
শিশু	PLAIN
নীতি	PLAIN
২০১১	DATE
<eos>	<eos>
প্রকাশন	PLAIN
তারিখ	PLAIN
:	SYMBOL
2024-01-18	DATE
<eos>	<eos>
১৯৫০	DATE
সাল	PLAIN
থেকে	PLAIN
২০২১	DATE
সময়	PLAIN
পর্যন্ত	PLAIN
সাম্প্রতিক	PLAIN
পর্যায়ভুক্ত	PLAIN
<eos>	<eos>
২০১৭	DATE
থেকে	PLAIN
২০১৮	DATE
অর্থবছরে	PLAIN
কৃষির	PLAIN
অবদান	PLAIN
ভাল	PLAIN
<eos>	<eos>
১৯৬০	DATE
থেকে	PLAIN
জুন	PLAIN
,	SYMBOL
২০১৮	DATE
পর্যন্ত	PLAIN
১৫	CARDINAL
<eos>	<eos>
২০১৭	DATE
-	SYMBOL
২০১৮	DATE
অর্থবছরে	PLAIN
কৃষির	PLAIN
অবদান	PLAIN
ভাল	PLAIN
<eos>	<eos>
১৯৪৭	DATE
খ্রি	PLAIN
<eos>	<eos>
১৫ই	DATE
আগস্ট	PLAIN
-	SYMBOL
তরা	PLAIN
নভেম্বর	PLAIN
১৯৭৫	DATE
<eos>	<eos>
যুদ্ধবিধ্বস্ত	PLAIN
দেশ	PLAIN
পুনর্গঠনের	PLAIN
মতো	PLAIN
কঠিন	PLAIN
দায়িত্ব	PLAIN
পালন	PLAIN
ছাড়াও	PLAIN
১৯৭২	DATE
-	SYMBOL
১৯৭৫	DATE
পর্যন্ত	PLAIN
বঙ্গবন্ধুর	PLAIN
শাসন	PLAIN
আমল	PLAIN
উল্লেখযোগ্য	PLAIN
<eos>	<eos>
পাকিস্তান	PLAIN
সংবিধান	PLAIN
প্রণয়ন	PLAIN
করতে	PLAIN
সময়	PLAIN
লেগেছিল	PLAIN
প্রায়	PLAIN
নয়	PLAIN
বছর	PLAIN
(	SYMBOL
১৯৪৭	DATE
-	SYMBOL
১৯৫৬	DATE
)	SYMBOL
<eos>	<eos>
সেনা	PLAIN
শাসন	PLAIN
আমল	PLAIN
(	SYMBOL
১৯৭৫	DATE
-	SYMBOL
১৯৯০	DATE
)	SYMBOL
[	SYMBOL
norm	PLAIN
:	SYMBOL
army	PLAIN
rule	PLAIN
period	PLAIN
(	SYMBOL
1975	DATE
to	PLAIN
1990	DATE
)	SYMBOL
]	SYMBOL
<eos>	<eos>
১৭	DATE
এপ্রিল	PLAIN
১৯৭১	DATE
<eos>	<eos>
প্রাচীন	PLAIN
বাংলার	PLAIN
রাজনতিক	PLAIN
ইতিহাস	PLAIN
(	SYMBOL
খ্রিঃপূর্ব	PLAIN
৩২৬	DATE
-	SYMBOL
১২০৪	DATE
খ্রিঃ	PLAIN
)	SYMBOL
পাল	PLAIN
রাজাদের	PLAIN
শাসনকাল	PLAIN
থেকে	PLAIN
ধারাবাহিকভাবে	PLAIN
বাংলার	PLAIN
রাজনতিক	PLAIN
ইতিহাস	PLAIN
সম্পর্কে	PLAIN
ধারণা	PLAIN
লাভ	PLAIN
করা	PLAIN
যায়	PLAIN
।	SYMBOL
<eos>	<eos>
১৯৯৭	DATE
থেকে	PLAIN
২০১২	DATE
সালের	PLAIN
ভেতর	PLAIN
যাদের	PLAIN
জন্ম	PLAIN
,	SYMBOL
তারাই	PLAIN
হলো	PLAIN
জেনারেশন	PLAIN
জেড	PLAIN
<eos>	<eos>
এঁদের	PLAIN
জন্মকাল	PLAIN
আনুমানিক	PLAIN
১৯৮১	DATE
থেকে	PLAIN
১৯৯৬	DATE
সাল	PLAIN
পর্যন্ত	PLAIN
।	SYMBOL
<eos>	<eos>
বেবি	PLAIN
বুমার্স	PLAIN
জেনারেশন	PLAIN
:	SYMBOL
এঁদের	PLAIN
জন্মকাল	PLAIN
আনুমানিক	PLAIN
১৯৪৬	DATE
থেকে	PLAIN
১৯৬৪	DATE
সাল	PLAIN
পর্যন্ত	PLAIN
<eos>	<eos>
২০২০	DATE
সালে	PLAIN
টিম	PLAIN
ওয়ালজের	PLAIN
প্রশংসা	PLAIN
করেছিলেন	PLAIN
ট্রাম্প	PLAIN
<eos>	<eos>
১০	DATE
আগস্ট	PLAIN
২০২৪	DATE
,	SYMBOL
২৬	DATE
শ্রাবণ	PLAIN
১৪৩১	DATE
<eos>	<eos>
১২	DATE
আগস্ট	PLAIN
১৯২২	DATE
তারিখে	PLAIN
	SYMBOL
ধূমকেতু	PLAIN
	SYMBOL
র	PLAIN
প্রথম	PLAIN
সংখ্যাটি	PLAIN
আত্মপ্রকাশ	PLAIN
করে	PLAIN
।	SYMBOL
<eos>	<eos>
৪	DATE
সফর	PLAIN
১৪৪৬	DATE
হিঃ	ABBREVIATION
<eos>	<eos>
২৬	DATE
শ্রাবণ	PLAIN
১৪৩১	DATE
বঙ্গাব্দ	PLAIN
<eos>	<eos>
প্রকাশন	PLAIN
তারিখ	PLAIN
:	SYMBOL
2024-02-01	DATE
<eos>	<eos>
Mar	DATE
5	DATE
,	SYMBOL
2024	DATE
<eos>	<eos>
মূল্য	PLAIN
সংযোজন	PLAIN
কর	PLAIN
বিধিমালা	PLAIN
,	SYMBOL
১৯৯১	DATE
<eos>	<eos>
কলেজ	PLAIN
প্রতিষ্ঠা	PLAIN
:	SYMBOL
১০/০৯/১৯৬৫	DATE
খ্রি	ABBREVIATION
:	SYMBOL
<eos>	<eos>
২০২৪	DATE
-	SYMBOL
২০২৫	DATE
খ্রি	ABBREVIATION
.	SYMBOL
শিক্ষাবর্ষে	PLAIN
এমবিবিএস	ACRONYM
কোর্সে	PLAIN
মুক্তিযোদ্ধা	PLAIN
কোটায়	PLAIN
অনুপস্থিত	PLAIN
শিক্ষার্থীদের	PLAIN
জন্য	PLAIN
বিজ্ঞপ্তি	PLAIN
<eos>	<eos>
শুভ	PLAIN
প্রবারণা	PLAIN
পূর্ণিমা	PLAIN
উপলক্ষ্যে	PLAIN
মহামান্য	PLAIN
রাষ্ট্রপতি	PLAIN
জনাব	PLAIN
মোঃ	ABBREVIATION
আবদুল	PLAIN
হামিদ	PLAIN
এর	PLAIN
ভাষণ	PLAIN
তারিখ	PLAIN
:	SYMBOL
০৮	DATE
অক্টোবর	PLAIN
২০২২	DATE
-	SYMBOL
২৩	DATE
আশ্বিন	PLAIN
১৪২৯	DATE
,	SYMBOL
শনিবার	PLAIN
<eos>	<eos>
জাতীয়	PLAIN
শিক্ষানীতি	PLAIN
-	SYMBOL
২০১০	DATE
<eos>	<eos>
১৯১১	DATE
সালের	PLAIN
৬	DATE
ফেব্রুয়ারি	PLAIN
ইলিনয়	PLAIN
অঙ্গরাজ্যে	PLAIN
জন্ম	PLAIN
হয়	PLAIN
রোনাল্ড	PLAIN
উইলসন	PLAIN
রিগ্যানের	PLAIN
।	SYMBOL
<eos>	<eos>
১৯৬৮	DATE
ও	PLAIN
১৯৭৬	DATE
সালে	PLAIN
তিনি	PLAIN
দুবার	PLAIN
প্রেসিডেন্ট	PLAIN
নির্বাচনে	PLAIN
রিপাবলিকান	PLAIN
দল	PLAIN
থেকে	PLAIN
মনোনয়ন	PLAIN
পাওয়ার	PLAIN
চেষ্টা	PLAIN
করেন	PLAIN
।	SYMBOL
<eos>	<eos>
একেএসের	PLAIN
কারখানায়	PLAIN
রড	PLAIN
উৎপাদন	PLAIN
শুরু	PLAIN
হয়	PLAIN
২০০৯	DATE
সালে	PLAIN
<eos>	<eos>
১৯৭১	DATE
সালে	PLAIN
পাকিস্তানের	PLAIN
ভূমিকার	PLAIN
জন্য	PLAIN
ক্ষমা	PLAIN
চাওয়া	PLAIN
এবং	PLAIN
বাংলাদেশের	PLAIN
জন্য	PLAIN
ক্ষতিপূরণের	PLAIN
বিষয়টি	PLAIN
ঢাকা	PLAIN
উত্থাপন	PLAIN
করবে	PLAIN
কি	PLAIN
-	SYMBOL
না	PLAIN
?	SYMBOL
<eos>	<eos>
১৯৮৮	DATE
সালে	PLAIN
হুয়ালংডং	PLAIN
সাইটের	PLAIN
আবিস্কার	PLAIN
।	SYMBOL
<eos>	<eos>
এর	PLAIN
আগে	PLAIN
১৯৮৪	DATE
ও	PLAIN
১৯৯১	DATE
সালের	PLAIN
পর	PLAIN
২০০৮	DATE
সালে	PLAIN
ড	ABBREVIATION
.	SYMBOL
এ	PLAIN
টি	PLAIN
এম	PLAIN
শামসুল	PLAIN
হুদা	PLAIN
কমিশন	PLAIN
নবম	PLAIN
সংসদ	PLAIN
নির্বাচনের	PLAIN
জন্য	PLAIN
শতাধিক	PLAIN
আসনে	PLAIN
সীমানা	PLAIN
পরিবর্তন	PLAIN
আনে	PLAIN
।	SYMBOL
<eos>	<eos>
শীতের	PLAIN
প্রকোপ	PLAIN
দেশব্যাপী	PLAIN
বাড়তে	PLAIN
শুরু	PLAIN
করেছে	PLAIN
১৫	DATE
ডিসেম্বর	PLAIN
থেকে	PLAIN
।	SYMBOL
<eos>	<eos>
২০২৫	DATE
সালের	PLAIN
প্রথম	PLAIN
দিকে	PLAIN
ঢাকার	PLAIN
তাপমাত্রা	PLAIN
স্বাভাবিকের	PLAIN
চেয়ে	PLAIN
কম	PLAIN
রেকর্ড	PLAIN
করা	PLAIN
হয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
আগামী	PLAIN
১০	DATE
মার্চ	PLAIN
২০২৫	DATE
সরকারি	PLAIN
কর্মকর্তাদের	PLAIN
বেতন	PLAIN
কাঠামোতে	PLAIN
নতুন	PLAIN
পরিবর্তন	PLAIN
আনা	PLAIN
হবে	PLAIN
।	SYMBOL
<eos>	<eos>
১৯৭১	DATE
সালের	PLAIN
১৬	DATE
ডিসেম্বর	PLAIN
বাংলাদেশের	PLAIN
ইতিহাসে	PLAIN
সবচেয়ে	PLAIN
গৌরবময়	PLAIN
দিন	PLAIN
।	SYMBOL
<eos>	<eos>
রাজধানীতে	PLAIN
১২	DATE
জানুয়ারি	PLAIN
,	SYMBOL
২০২৫	DATE
থেকে	PLAIN
সড়ক	PLAIN
সম্প্রসারণের	PLAIN
কাজ	PLAIN
শুরু	PLAIN
হবে	PLAIN
।	SYMBOL
<eos>	<eos>
২৭শে	DATE
মার্চ	PLAIN
২০২৪	DATE
থেকে	PLAIN
ঢাকা	PLAIN
মেট্রোরেল	PLAIN
পূর্ণাঙ্গ	PLAIN
যাত্রী	PLAIN
সেবা	PLAIN
শুরু	PLAIN
করেছে	PLAIN
।	SYMBOL
<eos>	<eos>
১৯৭৫	DATE
সালের	PLAIN
১৫ই	DATE
আগস্ট	PLAIN
জাতির	PLAIN
পিতা	PLAIN
সপরিবারে	PLAIN
নিহত	PLAIN
হন	PLAIN
।	SYMBOL
<eos>	<eos>
১৯৫২	DATE
সালের	PLAIN
২১শে	DATE
ফেব্রুয়ারি	PLAIN
ভাষা	PLAIN
আন্দোলনে	PLAIN
শহীদ	PLAIN
হন	PLAIN
অনেক	PLAIN
ভাষাসৈনিক	PLAIN
।	SYMBOL
<eos>	<eos>
২০২৫	DATE
-	SYMBOL
২০২৬	DATE
অর্থবছরে	PLAIN
দেশের	PLAIN
অর্থনৈতিক	PLAIN
প্রবৃদ্ধির	PLAIN
হার	PLAIN
৭.৫	DECIMAL
শতাংশ	PLAIN
হবে	PLAIN
বলে	PLAIN
প্রত্যাশা	PLAIN
করা	PLAIN
হচ্ছে	PLAIN
।	SYMBOL
<eos>	<eos>
গত	PLAIN
২৩	DATE
ফেব্রুয়ারি	PLAIN
,	SYMBOL
২০২৫	DATE
তারিখে	PLAIN
জাতীয়	PLAIN
সংসদে	PLAIN
পাস	PLAIN
হয়েছে	PLAIN
নতুন	PLAIN
শিক্ষা	PLAIN
আইন	PLAIN
।	SYMBOL
<eos>	<eos>
৬	DATE
জানুয়ারি	PLAIN
২০২৫	DATE
থেকে	PLAIN
দেশের	PLAIN
সকল	PLAIN
সরকারি	PLAIN
অফিসে	PLAIN
ডিজিটাল	PLAIN
হাজিরা	PLAIN
সিস্টেম	PLAIN
বাধ্যতামূলক	PLAIN
করা	PLAIN
হয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
২০২৪	DATE
সালের	PLAIN
ডিসেম্বরে	PLAIN
বাংলাদেশের	PLAIN
রফতানি	PLAIN
আয়	PLAIN
রেকর্ড	PLAIN
পরিমাণ	PLAIN
বৃদ্ধি	PLAIN
পেয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
১৯১৯	DATE
সালের	PLAIN
১৯শে	DATE
মে	PLAIN
রবীন্দ্রনাথ	PLAIN
ঠাকুর	PLAIN
 SYMBOL সভ্যতার PLAIN সংকট PLAIN 	SYMBOL
নামক	PLAIN
প্রবন্ধটি	PLAIN
প্রকাশ	PLAIN
করেন	PLAIN
।	SYMBOL
<eos>	<eos>
জাতীয়	PLAIN
উদ্যান	PLAIN
দিবস	PLAIN
উপলক্ষে	PLAIN
১	DATE
মার্চ	PLAIN
,	SYMBOL
২০২৫	DATE
সারাদেশে	PLAIN
বিভিন্ন	PLAIN
কর্মসূচি	PLAIN
পালন	PLAIN
করা	PLAIN
হবে	PLAIN
।	SYMBOL
<eos>	<eos>
আগামী	PLAIN
১৫	DATE
এপ্রিল	PLAIN
২০২৫	DATE
পহেলা	PLAIN
বৈশাখ	PLAIN
উদযাপনের	PLAIN
জন্য	PLAIN
বিশেষ	PLAIN
নিরাপত্তা	PLAIN
ব্যবস্থা	PLAIN
গ্রহণ	PLAIN
করা	PLAIN
হবে	PLAIN
।	SYMBOL
<eos>	<eos>
৩০	DATE
জানুয়ারি	PLAIN
,	SYMBOL
২০২৫	DATE
সকাল	PLAIN
১০টায়	TIME
জাতীয়	PLAIN
প্রেস	PLAIN
ক্লাবে	PLAIN
সংবাদ	PLAIN
সম্মেলনে	PLAIN
এ	PLAIN
ঘোষণা	PLAIN
দেন	PLAIN
মন্ত্রী	PLAIN
।	SYMBOL
<eos>	<eos>
২০০৮	DATE
সালে	PLAIN
প্রথম	PLAIN
ডিজিটাল	PLAIN
বাংলাদেশ	PLAIN
গড়ার	PLAIN
কর্মসূচি	PLAIN
ঘোষণা	PLAIN
করা	PLAIN
হয়	PLAIN
।	SYMBOL
<eos>	<eos>
সরকারের	PLAIN
২০৪১	DATE
সালের	PLAIN
মধ্যে	PLAIN
উন্নত	PLAIN
বাংলাদেশ	PLAIN
গড়ার	PLAIN
লক্ষ্য	PLAIN
বাস্তবায়নে	PLAIN
কাজ	PLAIN
করছে	PLAIN
সব	PLAIN
মন্ত্রণালয়	PLAIN
।	SYMBOL
<eos>	<eos>
১৯৪৭	DATE
সালের	PLAIN
১৪	DATE
আগস্ট	PLAIN
পাকিস্তান	PLAIN
এবং	PLAIN
১৫	DATE
আগস্ট	PLAIN
ভারত	PLAIN
স্বাধীনতা	PLAIN
লাভ	PLAIN
করে	PLAIN
।	SYMBOL
<eos>	<eos>
২৬	DATE
মার্চ	PLAIN
১৯৭১	DATE
থেকে	PLAIN
১৬	DATE
ডিসেম্বর	PLAIN
১৯৭১	DATE
পর্যন্ত	PLAIN
চলে	PLAIN
বাংলাদেশের	PLAIN
মহান	PLAIN
মুক্তিযুদ্ধ	PLAIN
।	SYMBOL
<eos>	<eos>
১১	DATE
পৌষ	PLAIN
১৪৩১	DATE
বঙ্গাব্দে	PLAIN
রাজধানীতে	PLAIN
শীতার্তদের	PLAIN
জন্য	PLAIN
কম্বল	PLAIN
বিতরণ	PLAIN
করা	PLAIN
হয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
গত	PLAIN
২০	DATE
সফর	PLAIN
১৪৪৬	DATE
হিজরি	PLAIN
সৌদি	PLAIN
আরবে	PLAIN
বাংলাদেশি	PLAIN
হজযাত্রীদের	PLAIN
কোটা	PLAIN
বৃদ্ধি	PLAIN
পেয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
১৯৫৪	DATE
সালে	PLAIN
অনুষ্ঠিত	PLAIN
যুক্তফ্রন্টের	PLAIN
নির্বাচনে	PLAIN
পাকিস্তানি	PLAIN
শাসকগোষ্ঠী	PLAIN
পরাজিত	PLAIN
হয়	PLAIN
।	SYMBOL
<eos>	<eos>
১৯৭২	DATE
সালের	PLAIN
১৬	DATE
ডিসেম্বর	PLAIN
প্রথম	PLAIN
বিজয়	PLAIN
দিবস	PLAIN
উদযাপন	PLAIN
করে	PLAIN
স্বাধীন	PLAIN
বাংলাদেশ	PLAIN
।	SYMBOL
<eos>	<eos>
২০১৫	DATE
সালের	PLAIN
৩০	DATE
জুলাই	PLAIN
ভারত	PLAIN
-	SYMBOL
বাংলাদেশ	PLAIN
ছিটমহল	PLAIN
হস্তান্তর	PLAIN
চুক্তি	PLAIN
কার্যকর	PLAIN
হয়	PLAIN
।	SYMBOL
<eos>	<eos>
২০২৩	DATE
-	SYMBOL
২০২৪	DATE
অর্থবছরে	PLAIN
বৈদেশিক	PLAIN
ঋণের	PLAIN
পরিমাণ	PLAIN
আগের	PLAIN
বছরের	PLAIN
তুলনায়	PLAIN
১৫	CARDINAL
%	SYMBOL
বেড়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
খ্রিস্টপূর্ব	PLAIN
৩২০০	DATE
অব্দে	PLAIN
প্রাচীন	PLAIN
বাংলায়	PLAIN
প্রথম	PLAIN
নাগরিক	PLAIN
সভ্যতার	PLAIN
উদয়	PLAIN
ঘটে	PLAIN
।	SYMBOL
<eos>	<eos>
১৮৫৭	DATE
সালের	PLAIN
সিপাহী	PLAIN
বিদ্রোহে	PLAIN
বাঙালি	PLAIN
কৃষকদের	PLAIN
অংশগ্রহণ	PLAIN
উল্লেখযোগ্য	PLAIN
ছিল	PLAIN
।	SYMBOL
<eos>	<eos>
২০২১	DATE
সালের	PLAIN
১৭	DATE
মার্চ	PLAIN
জাতির	PLAIN
পিতা	PLAIN
বঙ্গবন্ধু	PLAIN
শেখ	PLAIN
মুজিবুর	PLAIN
রহমানের	PLAIN
জন্মশতবার্ষিকী	PLAIN
উদযাপিত	PLAIN
হয়	PLAIN
।	SYMBOL
<eos>	<eos>
১৯৮২	DATE
থেকে	PLAIN
