token	class
।	SYMBOL
<eos>	<eos>
সরকারি	PLAIN
৪০তম	ORDINAL
বিসিএস	ACRONYM
পরীক্ষার	PLAIN
প্রিলিমিনারি	PLAIN
কাল	PLAIN
অনুষ্ঠিত	PLAIN
হবে	PLAIN
।	SYMBOL
<eos>	<eos>
বিখ্যাত	PLAIN
অভিনেতার	PLAIN
৪১তম	ORDINAL
জন্মবার্ষিকী	PLAIN
উপলক্ষে	PLAIN
বিশেষ	PLAIN
অনুষ্ঠানের	PLAIN
আয়োজন	PLAIN
করা	PLAIN
হয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
বাংলাদেশের	PLAIN
৪২তম	ORDINAL
সংসদের	PLAIN
প্রথম	PLAIN
অধিবেশন	PLAIN
আগামীকাল	PLAIN
শুরু	PLAIN
হবে	PLAIN
।	SYMBOL
<eos>	<eos>
দাবা	PLAIN
ফেডারেশনের	PLAIN
৪৩তম	ORDINAL
বিশ্ব	PLAIN
দাবা	PLAIN
অলিম্পিয়াডে	PLAIN
বাংলাদেশ	PLAIN
অংশগ্রহণ	PLAIN
করছে	PLAIN
।	SYMBOL
<eos>	<eos>
বাংলাদেশের	PLAIN
৪৪তম	ORDINAL
বিসিএস	ACRONYM
পরীক্ষার	PLAIN
সূচি	PLAIN
ঘোষণা	PLAIN
করা	PLAIN
হয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
আন্তর্জাতিক	PLAIN
৪৫তম	ORDINAL
বইমেলায়	PLAIN
দেশি-বিদেশী	PLAIN
প্রকাশনীর	PLAIN
অংশগ্রহণ	PLAIN
লক্ষণীয়	PLAIN
।	SYMBOL
<eos>	<eos>
জাতীয়	PLAIN
৪৬তম	ORDINAL
শিল্প	PLAIN
মেলায়	PLAIN
দেশের	PLAIN
ঐতিহ্য	PLAIN
তুলে	PLAIN
ধরা	PLAIN
হবে	PLAIN
।	SYMBOL
<eos>	<eos>
বাংলাদেশের	PLAIN
৪৭তম	ORDINAL
স্বাধীনতা	PLAIN
দিবস	PLAIN
উপলক্ষে	PLAIN
বিশেষ	PLAIN
অনুষ্ঠানমালা	PLAIN
আয়োজন	PLAIN
করা	PLAIN
হবে	PLAIN
।	SYMBOL
<eos>	<eos>
বিশ্বব্যাপী	PLAIN
৪৮তম	ORDINAL
পরিবেশ	PLAIN
দিবসে	PLAIN
বৃক্ষরোপণ	PLAIN
অভিযান	PLAIN
চালানো	PLAIN
হয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
অনুষ্ঠিতব্য	PLAIN
৪৯তম	ORDINAL
আন্তর্জাতিক	PLAIN
মাতৃভাষা	PLAIN
দিবসে	PLAIN
শোভাযাত্রা	PLAIN
বের	PLAIN
হবে	PLAIN
।	SYMBOL
<eos>	<eos>
দেশের	PLAIN
৫০তম	ORDINAL
জাতীয়	PLAIN
বিশ্ববিদ্যালয়	PLAIN
প্রতিষ্ঠাবার্ষিকী	PLAIN
উদযাপিত	PLAIN
হয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
সংস্কৃতি	PLAIN
মন্ত্রণালয়ের	PLAIN
৫১তম	ORDINAL
জাতীয়	PLAIN
সংগীত	PLAIN
প্রতিযোগিতা	PLAIN
আয়োজন	PLAIN
করা	PLAIN
হয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
স্বাস্থ্য	PLAIN
অধিদপ্তরের	PLAIN
৯ম	ORDINAL
গ্রেড	PLAIN
কম্পিউটার	PLAIN
অপারেটর	PLAIN
পদে	PLAIN
নিয়োগ	PLAIN
প্রক্রিয়া	PLAIN
শুরু	PLAIN
হয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
মহান	PLAIN
৫২তম	ORDINAL
বিজয়	PLAIN
দিবসে	PLAIN
জাতীয়	PLAIN
স্মৃতিসৌধে	PLAIN
শ্রদ্ধা	PLAIN
নিবেদন	PLAIN
করা	PLAIN
হয়	PLAIN
।	SYMBOL
<eos>	<eos>
জনপ্রিয়	PLAIN
৫৩তম	ORDINAL
প্রতিষ্ঠাবার্ষিকী	PLAIN
উপলক্ষে	PLAIN
দৈনিক	PLAIN
পত্রিকাটি	PLAIN
বিশেষ	PLAIN
সংখ্যা	PLAIN
প্রকাশ	PLAIN
করেছে	PLAIN
।	SYMBOL
<eos>	<eos>
১ম	ORDINAL
যোগদানের	PLAIN
তারিখ	PLAIN
হইতে	PLAIN
চাকুরী	PLAIN
স্থায়ী	PLAIN
করন	PLAIN
(	SYMBOL
কনফার্ম	PLAIN
)	SYMBOL
প্রসংঙ্গে	PLAIN
<eos>	<eos>
পিএসসির	PLAIN
নন-ক্যাডারে	PLAIN
আবার	PLAIN
বিশাল	PLAIN
নিয়োগ	PLAIN
,	SYMBOL
৯ম	ORDINAL
,	SYMBOL
১০ম	ORDINAL
ও	PLAIN
১২তম	ORDINAL
গ্রেডে	PLAIN
পদ	PLAIN
১,৭২২	CARDINAL
<eos>	<eos>
প্লট	PLAIN
বিক্রয়ের	PLAIN
লক্ষে	PLAIN
(	SYMBOL
৮ম-বার	ORDINAL
)	SYMBOL
পুনঃ	PLAIN
দরপত্র	PLAIN
আহবান	PLAIN
।	SYMBOL
<eos>	<eos>
