অঞ্চল	PLAIN
জুড়ে	PLAIN
বাংলাদেশ	PLAIN
ভূখণ্ড	PLAIN
অবস্থিত	PLAIN
<eos>	<eos>
জুলাই	PLAIN
-	SYMBOL
সেপ্টেম্বরে	PLAIN
স্ট্রিমিং	PLAIN
ব্যবসায়ে	PLAIN
প্রায়	PLAIN
১৫০	CARDINAL
কোটি	PLAIN
মার্কিন	PLAIN
ডলার	PLAIN
লোকসান	PLAIN
হয়	PLAIN
ওয়াল্ট	PLAIN
ডিজনির	PLAIN
।	SYMBOL
<eos>	<eos>
২০১০	DATE
-	SYMBOL
১১	DATE
সালে	PLAIN
১১৫৯৫৯	CARDINAL
কোটি	PLAIN
টাকা	PLAIN
এবং	PLAIN
২০১১	DATE
-	SYMBOL
১২	DATE
সালে	PLAIN
১৩৪৮৬০	CARDINAL
কোটি	PLAIN
টাকা	PLAIN
হিসাবধরা	PLAIN
হয়	PLAIN
।	SYMBOL
<eos>	<eos>
বাফুফে	PLAIN
দল	PLAIN
পাঠালে	PLAIN
সব	PLAIN
মিলিয়ে	PLAIN
৬০	CARDINAL
-	SYMBOL
৭০	CARDINAL
লাখ	PLAIN
টাকার	PLAIN
মতো	PLAIN
প্রয়োজন	PLAIN
ছিল	PLAIN
বলে	PLAIN
জানিয়েছেন	PLAIN
মাহফুজা	PLAIN
।	SYMBOL
<eos>	<eos>
সব	PLAIN
মিলিয়ে	PLAIN
২০১২	DATE
–	SYMBOL
১৩	DATE
অর্থবছরে	PLAIN
১৪	CARDINAL
হাজার	PLAIN
৯১৪	CARDINAL
ডলারের	PLAIN
কলা	PLAIN
রপ্তানি	PLAIN
হয়	PLAIN
।	SYMBOL
<eos>	<eos>
পাঁচ	PLAIN
বছর	PLAIN
আগে	PLAIN
২০১৬	DATE
–	SYMBOL
১৭	DATE
অর্থবছরে	PLAIN
উৎপাদন	PLAIN
ছিল	PLAIN
আট	PLAIN
লাখ	PLAIN
সাত	PLAIN
হাজার	PLAIN
টন	PLAIN
।	SYMBOL
<eos>	<eos>
বিশ্ব	PLAIN
চ্যাম্পিয়ন	PLAIN
ইংল্যান্ডকে	PLAIN
৩	CARDINAL
-	SYMBOL
০	CARDINAL
ব্যবধানে	PLAIN
হারানোর	PLAIN
পর	PLAIN
আয়ারল্যান্ডের	PLAIN
বিপক্ষেও	PLAIN
একই	PLAIN
ব্যবধানে	PLAIN
জেতার	PLAIN
সুযোগ	PLAIN
সাকিব	PLAIN
আল	PLAIN
হাসানের	PLAIN
দলের	PLAIN
সামনে	PLAIN
।	SYMBOL
<eos>	<eos>
২০	CARDINAL
-	SYMBOL
২২	CARDINAL
বছর	PLAIN
বয়সী	PLAIN
তরুণীরা	PLAIN
সিল্কের	PLAIN
কাপড়ের	PLAIN
ক্ষেত্রে	PLAIN
পেস্ট	PLAIN
ও	PLAIN
গোলাপি	PLAIN
রঙের	PLAIN
শেডের	PLAIN
পোশাকের	PLAIN
ফরমাশ	PLAIN
দিচ্ছেন	PLAIN
।	SYMBOL
<eos>	<eos>
মৌচাকে	PLAIN
৪০০	CARDINAL
-	SYMBOL
৬০০	CARDINAL
টাকার	PLAIN
ভেতরে	PLAIN
মজুরি	PLAIN
নির্ধারিত	PLAIN
হলেও	PLAIN
সামনে	PLAIN
৮০০	CARDINAL
-	SYMBOL
১	CARDINAL
হাজার	PLAIN
২০০	CARDINAL
টাকাও	PLAIN
হতে	PLAIN
পারে	PLAIN
বলে	PLAIN
জানিয়েছেন	PLAIN
অনেকে	PLAIN
।	SYMBOL
<eos>	<eos>
এক	PLAIN
মণ	PLAIN
সূর্যমুখীর	PLAIN
বীজ	PLAIN
থেকে	PLAIN
১৮	CARDINAL
-	SYMBOL
২০	CARDINAL
কেজি	PLAIN
তেল	PLAIN
উৎপন্ন	PLAIN
হয়	PLAIN
।	SYMBOL
<eos>	<eos>
২০১৮	DATE
-	SYMBOL
১৯	DATE
পর্যন্ত	PLAIN
চেষ্টা	PLAIN
করে	PLAIN
হাল	PLAIN
ছেড়ে	PLAIN
দিয়েছি	PLAIN
।	SYMBOL
<eos>	<eos>
বেশির	PLAIN
ভাগ	PLAIN
শিক্ষার্থী	PLAIN
প্রান্তিক	PLAIN
।	SYMBOL
হেঁটে	PLAIN
৫	CARDINAL
/	SYMBOL
৭	CARDINAL
কিলো	PLAIN
দূর-দূরান্ত	PLAIN
হতে	PLAIN
আসে	PLAIN
।	SYMBOL
<eos>	<eos>
রাজশাহী	PLAIN
বিশ্ববিদ্যালয়ে	PLAIN
২০২২	DATE
-	SYMBOL
২৩	DATE
শিক্ষাবর্ষের	PLAIN
স্নাতক	PLAIN
(	SYMBOL
সম্মান	PLAIN
)	SYMBOL
প্রথম	ORDINAL
বর্ষে	PLAIN
ভর্তি	PLAIN
পরীক্ষার	PLAIN
চূড়ান্ত	PLAIN
আবেদন	PLAIN
আগামী	PLAIN
৯	CARDINAL
এপ্রিল	PLAIN
শুরু	PLAIN
হবে	PLAIN
<eos>	<eos>
মাত্র	PLAIN
১৭	CARDINAL
/	SYMBOL
১৮	CARDINAL
জন	PLAIN
সৈনিক	PLAIN
তাকে	PLAIN
অনুসরণ	PLAIN
করেছিল	PLAIN
<eos>	<eos>
৬	CARDINAL
টি	PLAIN
-	SYMBOL
১৭	CARDINAL
টি	PLAIN
পর্যন্ত	PLAIN
<eos>	<eos>
১৯৭৭	DATE
সালের	PLAIN
৩০	ORDINAL
শে	PLAIN
মে	PLAIN
জিয়া	PLAIN
তার	PLAIN
ক্ষমতা	PLAIN
বৈধকরণের	PLAIN
লক্ষ্যে	PLAIN
হ্যাঁ	PLAIN
/	SYMBOL
না	PLAIN
ভোটের	PLAIN
আয়োজন	PLAIN
করে	PLAIN
<eos>	<eos>
প্রতিবেদনে	PLAIN
জানানো	PLAIN
হয়েছে	PLAIN
,	SYMBOL
অক্টোবর	PLAIN
–	SYMBOL
ডিসেম্বর	PLAIN
সময়ে	PLAIN
৭৮	CARDINAL
লাখ	PLAIN
মার্কিন	PLAIN
ডলার	PLAIN
লাভ	PLAIN
করেছে	PLAIN
ইউনাইটেড	PLAIN
,	SYMBOL
যদিও	PLAIN
আগের	PLAIN
বছরের	PLAIN
একই	PLAIN
সময়ের	PLAIN
তুলনায়	PLAIN
মোট	PLAIN
রাজস্ব	PLAIN
আয়	PLAIN
ছিল	PLAIN
কম	PLAIN
।	SYMBOL
<eos>	<eos>
ট্রপোমণ্ডল	PLAIN
নিরক্ষীয়	PLAIN
অঞ্চলে	PLAIN
প্রায়	PLAIN
১৬	CARDINAL
-	SYMBOL
১৯	CARDINAL
কিলোমিটার	PLAIN
পর্যন্ত	PLAIN
বিস্তৃত	PLAIN
<eos>	<eos>
ভূপৃষ্ঠের	PLAIN
৫০	CARDINAL
-	SYMBOL
৬০	CARDINAL
শতাংশের	PLAIN
মতো	PLAIN
এলাকায়	PLAIN
প্রায়	PLAIN
৫	CARDINAL
ভাগ	PLAIN
লোকের	PLAIN
বসতি	PLAIN
<eos>	<eos>
মৌচাকে	PLAIN
৪০০	CARDINAL
-	SYMBOL
৬০০	CARDINAL
টাকার	PLAIN
ভেতরে	PLAIN
মজুরি	PLAIN
নির্ধারিত	PLAIN
হলেও	PLAIN
সামনে	PLAIN
৮০০	CARDINAL
-	SYMBOL
১	CARDINAL
হাজার	PLAIN
২০০	CARDINAL
টাকাও	PLAIN
হতে	PLAIN
পারে	PLAIN
বলে	PLAIN
জানিয়েছেন	PLAIN
অনেকে	PLAIN
।	SYMBOL
<eos>	<eos>
রপ্তানি	PLAIN
খাতে	PLAIN
অবদানের	PLAIN
জন্য	PLAIN
২০১৯	DATE
-	SYMBOL
২০	DATE
অর্থবছরে	PLAIN
জাতীয়	PLAIN
রপ্তানি	PLAIN
ট্রফি	PLAIN
পেয়েছে	PLAIN
৭১	CARDINAL
টি	PLAIN
প্রতিষ্ঠান	PLAIN
।	SYMBOL
<eos>	<eos>
বেতন	PLAIN
স্কেল	PLAIN
:	SYMBOL
২২,০০০	MONEY
–	SYMBOL
৫৩,০৬০	MONEY
টাকা	PLAIN
<eos>	<eos>
ভ্যাট	PLAIN
রয়্যালটি	PLAIN
বা	PLAIN
ইজারামূল্যের	PLAIN
১৫	CARDINAL
%	SYMBOL
<eos>	<eos>
সরবরাহ	PLAIN
/	SYMBOL
বিনিময়	PLAIN
মূল্য	PLAIN
হবে	PLAIN
মূসক	PLAIN
হিসাবের	PLAIN
জন্য	PLAIN
ভিত্তি	PLAIN
মূল্য	PLAIN
<eos>	<eos>
৮.৮৭	DECIMAL
টাকা	PLAIN
/	SYMBOL
কি.ও.ঘ	ABBREVIATION
.	SYMBOL
<eos>	<eos>
পাইকারী	PLAIN
দাম	PLAIN
-	SYMBOL
৮.৮৮	DECIMAL
শতাংশ	PLAIN
হ্রাস	PLAIN
পেয়েছেন	PLAIN
<eos>	<eos>
আবেদনপত্রের	PLAIN
সাথে	PLAIN
প্রত্যেক	PLAIN
প্রার্থীকে	PLAIN
পত্র	PLAIN
যোগাযোগের	PLAIN
ঠিকানা	PLAIN
সম্বলিত	PLAIN
১০.০	DECIMAL
(	SYMBOL
দশ	PLAIN
)	SYMBOL
টাকার	PLAIN
ডাক	PLAIN
টিকেট	PLAIN
সংযুক্ত	PLAIN
৪.৫	DECIMAL
সাইজের	PLAIN
০১	CARDINAL
টি	PLAIN
ফেরত	PLAIN
খাম	PLAIN
প্রেরণ	PLAIN
করতে	PLAIN
হবে	PLAIN
।	SYMBOL
<eos>	<eos>
©	SYMBOL
২০২৫	DATE
সর্বস্বত্ব	PLAIN
সংরক্ষিত	PLAIN
<eos>	<eos>
সিটিকে	PLAIN
৫	CARDINAL
-	SYMBOL
১	CARDINAL
গোলে	PLAIN
হারানো	PLAIN
আর্সেনালকে	PLAIN
বিদায়	PLAIN
দিল	PLAIN
নিউক্যাসল	PLAIN
<eos>	<eos>
কোন	PLAIN
রঙের	PLAIN
প্লাস্টিক	PLAIN
সবচেয়ে	PLAIN
বেশি	PLAIN
ক্ষতিকর	PLAIN
,	SYMBOL
যা	PLAIN
ক্যানসারের	PLAIN
ঝুঁকি	PLAIN
বাড়ায়	PLAIN
৩০০	CARDINAL
%	SYMBOL
পর্যন্ত	PLAIN
<eos>	<eos>
হাইতিতে	PLAIN
শিশুদের	PLAIN
বিরুদ্ধে	PLAIN
যৌন	PLAIN
সহিংসতা	PLAIN
১,০০০	CARDINAL
%	SYMBOL
বেড়েছে	PLAIN
:	SYMBOL
জাতিসংঘ	PLAIN
<eos>	<eos>
বাংলাদেশের	PLAIN
গড়	PLAIN
বার্ষিক	PLAIN
তাপমাত্রা	PLAIN
২৫	CARDINAL
°	SYMBOL
-	SYMBOL
২৮	CARDINAL
°	SYMBOL
সেলসিয়াস	PLAIN
পর্যন্ত	PLAIN
পরিবর্তিত	PLAIN
হয়	PLAIN
।	SYMBOL
<eos>	<eos>
ঢাকা	PLAIN
-	SYMBOL
চট্টগ্রাম	PLAIN
মহাসড়কে	PLAIN
যানজটের	PLAIN
কারণে	PLAIN
যাত্রীরা	PLAIN
৪	CARDINAL
-	SYMBOL
৫	CARDINAL
ঘণ্টা	PLAIN
আটকা	PLAIN
পড়েছেন	PLAIN
।	SYMBOL
<eos>	<eos>
গত	PLAIN
বছরের	PLAIN
তুলনায়	PLAIN
এবছর	PLAIN
শস্য	PLAIN
উৎপাদন	PLAIN
২.৫	DECIMAL
%	SYMBOL
বৃদ্ধি	PLAIN
পেয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
মাত্র	PLAIN
২০	CARDINAL
-	SYMBOL
২৫	CARDINAL
%	SYMBOL
শিক্ষার্থী	PLAIN
পরীক্ষায়	PLAIN
A+	PLAIN
পেয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
বিশ্বকাপ	PLAIN
ফুটবলে	PLAIN
বাংলাদেশ	PLAIN
-	SYMBOL
ভারত	PLAIN
ম্যাচ	PLAIN
২	CARDINAL
-	SYMBOL
১	CARDINAL
গোলে	PLAIN
শেষ	PLAIN
হয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
সরকার	PLAIN
জানিয়েছে	PLAIN
যে	PLAIN
,	SYMBOL
২০২৫	DATE
-	SYMBOL
২৬	DATE
অর্থবছরে	PLAIN
বাজেট	PLAIN
হবে	PLAIN
৭.৮	DECIMAL
লাখ	PLAIN
কোটি	PLAIN
টাকা	PLAIN
।	SYMBOL
<eos>	<eos>
নদীভাঙনে	PLAIN
ক্ষতিগ্রস্তদের	PLAIN
জন্য	PLAIN
৫০	CARDINAL
-	SYMBOL
৬০	CARDINAL
কোটি	PLAIN
টাকা	PLAIN
বরাদ্দ	PLAIN
করা	PLAIN
হয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
বিদ্যুৎ	PLAIN
বিল	PLAIN
:	SYMBOL
৫.৭৫	DECIMAL
টাকা	PLAIN
/	SYMBOL
ইউনিট	PLAIN
হারে	PLAIN
নির্ধারণ	PLAIN
করা	PLAIN
হয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
সিলেটে	PLAIN
বৃষ্টিপাত	PLAIN
হয়েছে	PLAIN
১৫০	CARDINAL
-	SYMBOL
২০০	CARDINAL
মিলিমিটার	PLAIN
।	SYMBOL
<eos>	<eos>
স্বাস্থ্য	PLAIN
মন্ত্রণালয়ের	PLAIN
বাজেট	PLAIN
২০২৪	DATE
-	SYMBOL
২৫	DATE
অর্থবছরে	PLAIN
৩৫,০০০	CARDINAL
কোটি	PLAIN
টাকা	PLAIN
নির্ধারণ	PLAIN
করা	PLAIN
হয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
সিরাজগঞ্জে	PLAIN
তাপমাত্রা	PLAIN
৩৮	CARDINAL
°	SYMBOL
সেলসিয়াস	PLAIN
অতিক্রম	PLAIN
করেছে	PLAIN
।	SYMBOL
<eos>	<eos>
গত	PLAIN
মাসে	PLAIN
মুদ্রাস্ফীতি	PLAIN
৭.২	DECIMAL
%	SYMBOL
থেকে	PLAIN
কমে	PLAIN
৬.৮	DECIMAL
%	SYMBOL
হয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
@বাংলাদেশ	ELECTRONIC
ক্রিকেট	PLAIN
দলের	PLAIN
আধিকারিক	PLAIN
টুইটার	PLAIN
অ্যাকাউন্টে	PLAIN
৫	CARDINAL
লাখ	PLAIN
অনুসারী	PLAIN
রয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
রংপুর	PLAIN
বিভাগে	PLAIN
চলতি	PLAIN
মৌসুমে	PLAIN
ধান	PLAIN
উৎপাদন	PLAIN
৩.২	DECIMAL
%	SYMBOL
বৃদ্ধি	PLAIN
পেয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
বায়োডাটা	PLAIN
(	SYMBOL
বাংলা	PLAIN
/	SYMBOL
ইংরেজি	PLAIN
)	SYMBOL
২৫	MONEY
/	SYMBOL
-	SYMBOL
(	SYMBOL
প্রতি	PLAIN
পৃষ্ঠা	PLAIN
)	SYMBOL
<eos>	<eos>
প্রত্যয়ন	PLAIN
পত্র	PLAIN
৩০	MONEY
/	SYMBOL
-	SYMBOL
(	SYMBOL
প্রতি	PLAIN
পৃষ্ঠা	PLAIN
)	SYMBOL
<eos>	<eos>
১১১.০০	DECIMAL
(	SYMBOL
টাকা	PLAIN
/	SYMBOL
লিটার	PLAIN
)	SYMBOL
<eos>	<eos>
এন.এস.সি	ABBREVIATION
টাওয়ার	PLAIN
(	SYMBOL
১৮	CARDINAL
তলা	PLAIN
)	SYMBOL
,	SYMBOL
৬২	CARDINAL
/	SYMBOL
৩	CARDINAL
পুরানা	PLAIN
পল্টন	PLAIN
<eos>	<eos>
নেসকো	PLAIN
তাদের	PLAIN
বিতরণ	PLAIN
রেট	PLAIN
বর্তমানের	PLAIN
১.১৫	DECIMAL
টাকা	PLAIN
/	SYMBOL
কি.ও.ঘ	ABBREVIATION
.	SYMBOL
হতে	PLAIN
.	SYMBOL
০.১৬	DECIMAL
টাকা	PLAIN
/	SYMBOL
কি.ও.ঘ	ABBREVIATION
.	SYMBOL
বৃদ্ধি	PLAIN
করে	PLAIN
<eos>	<eos>
৩	CARDINAL
নং	PLAIN
পানানগর	PLAIN
ইউনিয়নে	PLAIN
একটি	PLAIN
বাড়ী	PLAIN
একটি	PLAIN
খামার	PLAIN
প্রকল্প	PLAIN
চালু	PLAIN
রয়েছে	PLAIN
এখানে	PLAIN
একটি	PLAIN
করে	PLAIN
সমিতির	PLAIN
দল	PLAIN
গঠন	PLAIN
করা	PLAIN
হয়েছে	PLAIN
৫০	CARDINAL
-	SYMBOL
৬০	CARDINAL
জন	PLAIN
সদস্য	PLAIN
নিয়ে	PLAIN
<eos>	<eos>
বাংলাদেশ	PLAIN
জুয়েলারি	PLAIN
সমিতির	PLAIN
দামানুসারে	PLAIN
রূপার	PLAIN
দাম	PLAIN
১১০	CARDINAL
টাকা	PLAIN
/	SYMBOL
গ্রাম	PLAIN
।	SYMBOL
<eos>	<eos>
১.২৫	DECIMAL
x	SYMBOL
বেড়েছে	PLAIN
কার্গো	PLAIN
হ্যান্ডলিং	PLAIN
<eos>	<eos>
চিয়া	PLAIN
সিডে	PLAIN
রয়েছে	PLAIN
দুধের	PLAIN
চেয়ে	PLAIN
৫	CARDINAL
x	SYMBOL
ক্যালসিয়াম	PLAIN
<eos>	<eos>
ইয়াকুতস্কের	PLAIN
তাপমাত্রা	PLAIN
-	SYMBOL
৫০	CARDINAL
থেকে	PLAIN
কমে	PLAIN
-	SYMBOL
৬২.৭	DECIMAL
ডিগ্রি	PLAIN
সেলসিয়াস	PLAIN
<eos>	<eos>
৪০০০	CARDINAL
(	SYMBOL
±	SYMBOL
৫	CARDINAL
)	SYMBOL
গ্রাম	PLAIN
<eos>	<eos>
৫	CARDINAL
-	SYMBOL
৭	CARDINAL
ডিসেম্বর	PLAIN
অনুষ্ঠিত	PLAIN
খাদ্যভিত্তিক	PLAIN
পুষ্টি	PLAIN
(	SYMBOL
ফলিত	PLAIN
পুষ্টি	PLAIN
)	SYMBOL
বিষয়ে	PLAIN
বাস্তবায়িত	PLAIN
প্রশিক্ষণের	PLAIN
বিভিন্ন	PLAIN
চিত্র	PLAIN
।	SYMBOL
<eos>	<eos>
দুর্গ	PLAIN
প্রাচীরের	PLAIN
৫	CARDINAL
-	SYMBOL
৭	CARDINAL
ফুট	PLAIN
উঁচু	PLAIN
ধ্বংসপ্রাপ্ত	PLAIN
কিছু	PLAIN
অংশ	PLAIN
এখনো	PLAIN
টিকে	PLAIN
আছে	PLAIN
।	SYMBOL
<eos>	<eos>
প্রত্নতাত্ত্বিক	PLAIN
খননে	PLAIN
উয়ারী	PLAIN
প্রত্নস্থলে	PLAIN
আবিষ্কৃত	PLAIN
হয়েছে	PLAIN
৬০০	CARDINAL
মি	ABBREVIATION
.	SYMBOL
x	SYMBOL
৬০০	CARDINAL
মি	ABBREVIATION
.	SYMBOL
আয়তনের	PLAIN
চারটি	PLAIN
মাটির	PLAIN
দুর্গ-প্রাচীর	PLAIN
।	SYMBOL
<eos>	<eos>
স্থানীয়ভাবে	PLAIN
উৎপাদিত	PLAIN
মোবাইল	PLAIN
ফোন	PLAIN
৩৪.৮৬	DECIMAL
%	SYMBOL
<eos>	<eos>
পূর্ণ	PLAIN
বয়স্ক	PLAIN
গাছের	PLAIN
উচ্চতা	PLAIN
১১০	CARDINAL
-	SYMBOL
১১৫	CARDINAL
সেমি	PLAIN
।	SYMBOL
<eos>	<eos>
বাংলাদেশে	PLAIN
ইঁদুরের	PLAIN
আক্রমণে	PLAIN
বছরে	PLAIN
আমন	PLAIN
ধানের	PLAIN
শতকরা	PLAIN
৫	CARDINAL
-	SYMBOL
৭	CARDINAL
ভাগ	PLAIN
,	SYMBOL
গম	PLAIN
৪	CARDINAL
-	SYMBOL
১২	CARDINAL
ভাগ	PLAIN
,	SYMBOL
আলু	PLAIN
৫	CARDINAL
-	SYMBOL
৭	CARDINAL
ভাগ	PLAIN
,	SYMBOL
আনারস	PLAIN
৬	CARDINAL
-	SYMBOL
৯	CARDINAL
ভাগ	PLAIN
নষ্ট	PLAIN
করে	PLAIN
।	SYMBOL
<eos>	<eos>
ইউরিয়া	PLAIN
৪০	CARDINAL
-	SYMBOL
৫০	CARDINAL
কেজি	PLAIN
/	SYMBOL
হেঃ	ABBREVIATION
<eos>	<eos>
