token	class
টায়	PLAIN
প্রবল	PLAIN
ঝড়	PLAIN
আঘাত	PLAIN
হানে	PLAIN
উপকূলীয়	PLAIN
এলাকায়	PLAIN
।	SYMBOL
<eos>	<eos>
সোমবার	PLAIN
,	SYMBOL
ভোর	PLAIN
৪:৩০	TIME
থেকে	PLAIN
সকাল	PLAIN
৯:০০	TIME
পর্যন্ত	PLAIN
জরুরি	PLAIN
রক্ষণাবেক্ষণ	PLAIN
কাজের	PLAIN
জন্য	PLAIN
পানি	PLAIN
সরবরাহ	PLAIN
বন্ধ	PLAIN
থাকবে	PLAIN
।	SYMBOL
<eos>	<eos>
বিকাল	PLAIN
৫:৪৫	TIME
এ	PLAIN
শেষ	PLAIN
হওয়া	PLAIN
আন্তর্জাতিক	PLAIN
সম্মেলনে	PLAIN
১৫	CARDINAL
টি	PLAIN
দেশের	PLAIN
প্রতিনিধিরা	PLAIN
যোগ	PLAIN
দিয়েছিলেন	PLAIN
।	SYMBOL
<eos>	<eos>
রাত	PLAIN
২:১০	TIME
এ	PLAIN
সূত্রপাত	PLAIN
হওয়া	PLAIN
অগ্নিকাণ্ডে	PLAIN
কোনো	PLAIN
হতাহতের	PLAIN
খবর	PLAIN
পাওয়া	PLAIN
যায়নি	PLAIN
।	SYMBOL
<eos>	<eos>
গত	PLAIN
রাত	PLAIN
৮:৪০	TIME
এ	PLAIN
রাজধানীতে	PLAIN
প্রবল	PLAIN
বৃষ্টির	PLAIN
কারণে	PLAIN
যানজট	PLAIN
সৃষ্টি	PLAIN
হয়	PLAIN
।	SYMBOL
<eos>	<eos>
আজ	PLAIN
সকাল	PLAIN
১০:০০	TIME
টা	PLAIN
থেকে	PLAIN
বিকাল	PLAIN
৪:০০	TIME
টা	PLAIN
পর্যন্ত	PLAIN
শহরের	PLAIN
মূল	PLAIN
রাস্তায়	PLAIN
যানবাহন	PLAIN
চলাচল	PLAIN
নিষিদ্ধ	PLAIN
থাকবে	PLAIN
।	SYMBOL
<eos>	<eos>
সন্ধ্যা	PLAIN
৭:০৫	TIME
এ	PLAIN
খবর	PLAIN
পাওয়া	PLAIN
গেছে	PLAIN
যে	PLAIN
,	SYMBOL
সীমান্তে	PLAIN
পরিস্থিতি	PLAIN
স্বাভাবিক	PLAIN
হয়ে	PLAIN
এসেছে	PLAIN
।	SYMBOL
<eos>	<eos>
ভোর	PLAIN
৩:৩০	TIME
মিনিটে	PLAIN
আকস্মিক	PLAIN
বন্যার	PLAIN
কারণে	PLAIN
গ্রামের	PLAIN
অর্ধেক	PLAIN
এলাকা	PLAIN
প্লাবিত	PLAIN
হয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
সকাল	PLAIN
৯:১৫	TIME
এ	PLAIN
শুরু	PLAIN
হওয়া	PLAIN
সরকারি	PLAIN
নিয়োগ	PLAIN
পরীক্ষায়	PLAIN
প্রায়	PLAIN
৫	CARDINAL
হাজার	PLAIN
পরীক্ষার্থী	PLAIN
অংশগ্রহণ	PLAIN
করেছেন	PLAIN
।	SYMBOL
<eos>	<eos>
রাত	PLAIN
১০:১৫	TIME
পর্যন্ত	PLAIN
প্রাপ্ত	PLAIN
তথ্য	PLAIN
অনুযায়ী	PLAIN
,	SYMBOL
দুর্ঘটনায়	PLAIN
মৃতের	PLAIN
সংখ্যা	PLAIN
বেড়ে	PLAIN
দাঁড়িয়েছে	PLAIN
১২	CARDINAL
জন	PLAIN
।	SYMBOL
<eos>	<eos>
শুক্রবার	PLAIN
,	SYMBOL
দুপুর	PLAIN
১:০০	TIME
টায়	PLAIN
ঢাকা	PLAIN
বিশ্ববিদ্যালয়ে	PLAIN
আন্তর্জাতিক	PLAIN
সেমিনারের	PLAIN
আয়োজন	PLAIN
করা	PLAIN
হয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
বৃহস্পতিবার	PLAIN
,	SYMBOL
রাত	PLAIN
৯:০০	TIME
টায়	PLAIN
জাতীয়	PLAIN
টেলিভিশনে	PLAIN
প্রধানমন্ত্রী	PLAIN
জাতির	PLAIN
উদ্দেশ্যে	PLAIN
ভাষণ	PLAIN
দিবেন	PLAIN
।	SYMBOL
<eos>	<eos>
সন্ধ্যা	PLAIN
৬:৩০	TIME
এ	PLAIN
প্রকাশিত	PLAIN
ফলাফলে	PLAIN
দেখা	PLAIN
যায়	PLAIN
,	SYMBOL
বিপুল	PLAIN
ভোটে	PLAIN
জয়ী	PLAIN
হয়েছেন	PLAIN
জনপ্রিয়	PLAIN
নেতা	PLAIN
।	SYMBOL
<eos>	<eos>
ভোর	PLAIN
৫:৪৫	TIME
এ	PLAIN
চাঁদপুর-ঢাকা	PLAIN
এক্সপ্রেস	PLAIN
ট্রেন	PLAIN
ছেড়ে	PLAIN
যাবে	PLAIN
।	SYMBOL
<eos>	<eos>
রাত	PLAIN
১১:৫০	TIME
এ	PLAIN
সমাপ্ত	PLAIN
হওয়া	PLAIN
আলোচনায়	PLAIN
কোনো	PLAIN
সমঝোতায়	PLAIN
পৌঁছাতে	PLAIN
পারেনি	PLAIN
দুই	PLAIN
পক্ষ	PLAIN
।	SYMBOL
<eos>	<eos>
সকাল	PLAIN
৮:০০	TIME
টা	PLAIN
থেকে	PLAIN
দুপুর	PLAIN
২:০০	TIME
টা	PLAIN
পর্যন্ত	PLAIN
জেলা	PLAIN
প্রশাসকের	PLAIN
কার্যালয়	PLAIN
খোলা	PLAIN
থাকবে	PLAIN
।	SYMBOL
<eos>	<eos>
২০	DATE
ফেব্রুয়ারি	PLAIN
,	SYMBOL
২০২৫	DATE
,	SYMBOL
রাত	PLAIN
৮:২০	TIME
এ	PLAIN
ভারত-বাংলাদেশ	PLAIN
সীমান্তে	PLAIN
আলোচনা	PLAIN
শুরু	PLAIN
হয়	PLAIN
।	SYMBOL
<eos>	<eos>
১৫	DATE
মার্চ	PLAIN
,	SYMBOL
বিকাল	PLAIN
৪:৩০	TIME
মিনিটে	PLAIN
জাতীয়	PLAIN
স্মৃতিসৌধে	PLAIN
পুষ্পস্তবক	PLAIN
অর্পণ	PLAIN
করা	PLAIN
হবে	PLAIN
।	SYMBOL
<eos>	<eos>
সকাল	PLAIN
৭:২৫	TIME
মিনিটে	PLAIN
ঢাকা-চট্টগ্রাম	PLAIN
মহাসড়কে	PLAIN
যানজট	PLAIN
শুরু	PLAIN
হয়	PLAIN
,	SYMBOL
যা	PLAIN
দুপুর	PLAIN
১:০০	TIME
টা	PLAIN
পর্যন্ত	PLAIN
চলে	PLAIN
।	SYMBOL
<eos>	<eos>
মধ্যরাত	PLAIN
১২:৩০	TIME
এ	PLAIN
প্রকাশিত	PLAIN
সর্বশেষ	PLAIN
বুলেটিন	PLAIN
অনুযায়ী	PLAIN
,	SYMBOL
ঘূর্ণিঝড়	PLAIN
উপকূল	PLAIN
ছুঁয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
২৮	DATE
এপ্রিল	PLAIN
,	SYMBOL
২০২৫	DATE
,	SYMBOL
সকাল	PLAIN
১১:০০	TIME
টায়	PLAIN
আইন	PLAIN
মন্ত্রণালয়ে	PLAIN
গুরুত্বপূর্ণ	PLAIN
বৈঠক	PLAIN
অনুষ্ঠিত	PLAIN
হবে	PLAIN
।	SYMBOL
<eos>	<eos>
সন্ধ্যা	PLAIN
৫:১৫	TIME
এ	PLAIN
শুরু	PLAIN
হওয়া	PLAIN
বিশেষ	PLAIN
অনুষ্ঠানে	PLAIN
সাংস্কৃতিক	PLAIN
মন্ত্রী	PLAIN
যোগ	PLAIN
দেবেন	PLAIN
।	SYMBOL
<eos>	<eos>
বেলা	PLAIN
১:৪০	TIME
মিনিটে	PLAIN
প্রকাশিত	PLAIN
বিবৃতিতে	PLAIN
রাষ্ট্রপতি	PLAIN
সংকট	PLAIN
সমাধানের	PLAIN
আহ্বান	PLAIN
জানিয়েছেন	PLAIN
।	SYMBOL
<eos>	<eos>
সকাল	PLAIN
১০:২০	TIME
এ	PLAIN
শুরু	PLAIN
হওয়া	PLAIN
গণশুনানি	PLAIN
দুপুর	PLAIN
১:৩০	TIME
পর্যন্ত	PLAIN
চলেছে	PLAIN
।	SYMBOL
<eos>	<eos>
রাত	PLAIN
৯:১০	TIME
এ	PLAIN
খেলা	PLAIN
শেষে	PLAIN
জাতীয়	PLAIN
দল	PLAIN
৩-১	CARDINAL
গোলে	PLAIN
জয়ী	PLAIN
হয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
বুধবার	PLAIN
,	SYMBOL
সকাল	PLAIN
৮:৪৫	TIME
এ	PLAIN
কর্মকর্তাদের	PLAIN
জরুরি	PLAIN
সভা	PLAIN
আহ্বান	PLAIN
করা	PLAIN
হয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
৫	DATE
জানুয়ারি	PLAIN
,	SYMBOL
২০২৫	DATE
,	SYMBOL
দুপুর	PLAIN
১২:৪৫	TIME
এ	PLAIN
আন্তর্জাতিক	PLAIN
বিমানবন্দরে	PLAIN
বিমান	PLAIN
দুর্ঘটনা	PLAIN
এড়ানো	PLAIN
গেছে	PLAIN
।	SYMBOL
<eos>	<eos>
রাত	PLAIN
১:২০	TIME
এ	PLAIN
আচমকা	PLAIN
বৃষ্টি	PLAIN
শুরু	PLAIN
হয়	PLAIN
,	SYMBOL
যা	PLAIN
ভোর	PLAIN
৪:০০	TIME
টা	PLAIN
পর্যন্ত	PLAIN
অব্যাহত	PLAIN
ছিল	PLAIN
।	SYMBOL
<eos>	<eos>
সোমবার	PLAIN
থেকে	PLAIN
বৃহস্পতিবার	PLAIN
,	SYMBOL
সকাল	PLAIN
৯:০০	TIME
থেকে	PLAIN
সন্ধ্যা	PLAIN
৬:০০	TIME
পর্যন্ত	PLAIN
বিশেষ	PLAIN
প্রশিক্ষণ	PLAIN
কর্মসূচি	PLAIN
চলবে	PLAIN
।	SYMBOL
<eos>	<eos>
আজ	PLAIN
ভোর	PLAIN
৪:৩০	TIME
এ	PLAIN
নতুন	PLAIN
জাহাজটি	PLAIN
বন্দরে	PLAIN
পৌঁছেছে	PLAIN
।	SYMBOL
<eos>	<eos>
বিকাল	PLAIN
৫:০০	TIME
টায়	PLAIN
আহ্বান	PLAIN
করা	PLAIN
সংবাদ	PLAIN
সম্মেলনে	PLAIN
পররাষ্ট্রমন্ত্রী	PLAIN
গুরুত্বপূর্ণ	PLAIN
ঘোষণা	PLAIN
দেবেন	PLAIN
।	SYMBOL
<eos>	<eos>
সকাল	PLAIN
১১:০৫	TIME
এ	PLAIN
ঘটা	PLAIN
বিস্ফোরণের	PLAIN
পর	PLAIN
এলাকা	PLAIN
থেকে	PLAIN
লোকজনকে	PLAIN
সরিয়ে	PLAIN
নেওয়া	PLAIN
হয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
রাত	PLAIN
১০:৩০	TIME
পর্যন্ত	PLAIN
প্রাপ্ত	PLAIN
সংবাদ	PLAIN
অনুসারে	PLAIN
,	SYMBOL
নির্বাচনে	PLAIN
৭০%	CARDINAL
ভোটার	PLAIN
অংশগ্রহণ	PLAIN
করেছেন	PLAIN
।	SYMBOL
<eos>	<eos>
দুপুর	PLAIN
২:২৫	TIME
মিনিটে	PLAIN
রাজধানীর	PLAIN
মধ্যভাগে	PLAIN
যানজটের	PLAIN
সৃষ্টি	PLAIN
হয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
বৃহস্পতিবার	PLAIN
,	SYMBOL
সন্ধ্যা	PLAIN
৭:৩০	TIME
থেকে	PLAIN
রাত	PLAIN
৯:০০	TIME
পর্যন্ত	PLAIN
বিদ্যুৎ	PLAIN
সরবরাহ	PLAIN
বন্ধ	PLAIN
থাকবে	PLAIN
।	SYMBOL
<eos>	<eos>
ভোর	PLAIN
৬:১০	TIME
মিনিটে	PLAIN
সূর্যোদয়ের	PLAIN
সময়	PLAIN
উৎসবের	PLAIN
শুভ	PLAIN
উদ্বোধন	PLAIN
করা	PLAIN
হবে	PLAIN
।	SYMBOL
<eos>	<eos>
২২	DATE
মে	PLAIN
,	SYMBOL
২০২৫	DATE
,	SYMBOL
সকাল	PLAIN
৯:৪০	TIME
এ	PLAIN
প্রধানমন্ত্রী	PLAIN
জাপান	PLAIN
সফরে	PLAIN
যাত্রা	PLAIN
করবেন	PLAIN
।	SYMBOL
<eos>	<eos>
রাত	PLAIN
২:৩৫	TIME
মিনিটে	PLAIN
প্রকাশিত	PLAIN
প্রাথমিক	PLAIN
ফলাফলে	PLAIN
সরকারি	PLAIN
দল	PLAIN
এগিয়ে	PLAIN
আছে	PLAIN
।	SYMBOL
<eos>	<eos>
বিকাল	PLAIN
৩:৫০	TIME
এ	PLAIN
খেলা	PLAIN
শুরু	PLAIN
হওয়ার	PLAIN
পর	PLAIN
থেকেই	PLAIN
দর্শকদের	PLAIN
উৎসাহ	PLAIN
লক্ষ্য	PLAIN
করা	PLAIN
যায়	PLAIN
।	SYMBOL
<eos>	<eos>
মঙ্গলবার	PLAIN
,	SYMBOL
দুপুর	PLAIN
১:৫০	TIME
মিনিটে	PLAIN
জাতীয়	PLAIN
সংসদে	PLAIN
বাজেট	PLAIN
উপস্থাপন	PLAIN
করা	PLAIN
হবে	PLAIN
।	SYMBOL
<eos>	<eos>
সন্ধ্যা	PLAIN
৬:২০	TIME
এ	PLAIN
শেয়ার	PLAIN
বাজার	PLAIN
বন্ধ	PLAIN
হওয়ার	PLAIN
সময়	PLAIN
সূচক	PLAIN
৫০	CARDINAL
পয়েন্ট	PLAIN
বৃদ্ধি	PLAIN
পেয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
১০	DATE
জুন	PLAIN
,	SYMBOL
২০২৫	DATE
,	SYMBOL
সকাল	PLAIN
৮:১৫	TIME
এ	PLAIN
ঢাকা	PLAIN
বিশ্ববিদ্যালয়ে	PLAIN
নতুন	PLAIN
শিক্ষাবর্ষ	PLAIN
শুরু	PLAIN
হবে	PLAIN
।	SYMBOL
<eos>	<eos>
রাত	PLAIN
৭:০০	TIME
টায়	PLAIN
শুরু	PLAIN
হওয়া	PLAIN
সাংস্কৃতিক	PLAIN
অনুষ্ঠানে	PLAIN
দেশের	PLAIN
অগ্রণী	PLAIN
শিল্পীরা	PLAIN
অংশগ্রহণ	PLAIN
করেছেন	PLAIN
।	SYMBOL
<eos>	<eos>
রবিবার	PLAIN
,	SYMBOL
বেলা	PLAIN
১১:২৫	TIME
এ	PLAIN
পার্বত্য	PLAIN
এলাকায়	PLAIN
ভূমিধসের	PLAIN
খবর	PLAIN
পাওয়া	PLAIN
গেছে	PLAIN
।	SYMBOL
<eos>	<eos>
মধ্যরাত	PLAIN
১:১৫	TIME
এ	PLAIN
আগুন	PLAIN
নিয়ন্ত্রণে	PLAIN
আনা	PLAIN
সম্ভব	PLAIN
হয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
সোমবার	PLAIN
থেকে	PLAIN
শুক্রবার	PLAIN
,	SYMBOL
সকাল	PLAIN
৮:০০	TIME
থেকে	PLAIN
দুপুর	PLAIN
২:৩০	TIME
পর্যন্ত	PLAIN
ব্যাংক	PLAIN
খোলা	PLAIN
থাকবে	PLAIN
।	SYMBOL
<eos>	<eos>
বিকাল	PLAIN
৪:০০	TIME
টার	PLAIN
পর	PLAIN
থেকে	PLAIN
শহরে	PLAIN
ভারী	PLAIN
বর্ষণ	PLAIN
শুরু	PLAIN
হয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
রাত	PLAIN
১১:৩০	TIME
এ	PLAIN
জরুরি	PLAIN
বৈঠক	PLAIN
ডাকা	PLAIN
হয়েছে	PLAIN
সীমান্ত	PLAIN
পরিস্থিতি	PLAIN
নিয়ে	PLAIN
।	SYMBOL
<eos>	<eos>
সকাল	PLAIN
৭:৫০	TIME
এ	PLAIN
শুরু	PLAIN
হওয়া	PLAIN
নিবন্ধন	PLAIN
প্রক্রিয়া	PLAIN
বিকাল	PLAIN
৫:০০	TIME
টা	PLAIN
পর্যন্ত	PLAIN
চলবে	PLAIN
।	SYMBOL
<eos>	<eos>
১৫	DATE
জুলাই	PLAIN
,	SYMBOL
২০২৫	DATE
,	SYMBOL
দুপুর	PLAIN
১২:১০	TIME
মিনিটে	PLAIN
সাম্প্রদায়িক	PLAIN
সৌহার্দ্য	PLAIN
বিষয়ক	PLAIN
সেমিনার	PLAIN
শুরু	PLAIN
হবে	PLAIN
।	SYMBOL
<eos>	<eos>
সন্ধ্যা	PLAIN
৬:৪০	TIME
এ	PLAIN
প্রকাশিত	PLAIN
আবহাওয়া	PLAIN
বার্তায়	PLAIN
আগামীকাল	PLAIN
প্রবল	PLAIN
বৃষ্টির	PLAIN
পূর্বাভাস	PLAIN
দেওয়া	PLAIN
হয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
ভোর	PLAIN
৫:২০	TIME
মিনিটে	PLAIN
নদীর	PLAIN
পানি	PLAIN
বিপদসীমার	PLAIN
উপরে	PLAIN
উঠেছে	PLAIN
।	SYMBOL
<eos>	<eos>
রাত	PLAIN
১২:৫০	TIME
এ	PLAIN
ভয়াবহ	PLAIN
সড়ক	PLAIN
দুর্ঘটনা	PLAIN
ঘটেছে	PLAIN
মহাসড়কে	PLAIN
।	SYMBOL
<eos>	<eos>
শনিবার	PLAIN
,	SYMBOL
সকাল	PLAIN
১০:৩০	TIME
থেকে	PLAIN
বিকাল	PLAIN
৪:০০	TIME
পর্যন্ত	PLAIN
শহরের	PLAIN
বিভিন্ন	PLAIN
অংশে	PLAIN
বিদ্যুৎ	PLAIN
সংযোগ	PLAIN
বিচ্ছিন্ন	PLAIN
থাকবে	PLAIN
।	SYMBOL
<eos>	<eos>
বিকাল	PLAIN
৫:৩০	TIME
এ	PLAIN
অনুষ্ঠিত	PLAIN
সংবাদ	PLAIN
সম্মেলনে	PLAIN
নতুন	PLAIN
প্রকল্পের	PLAIN
ঘোষণা	PLAIN
দেওয়া	PLAIN
হয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
২	DATE
আগস্ট	PLAIN
,	SYMBOL
২০২৫	DATE
,	SYMBOL
দুপুর	PLAIN
২:৫৫	TIME
মিনিটে	PLAIN
নতুন	PLAIN
সেতুর	PLAIN
উদ্বোধন	PLAIN
করা	PLAIN
হবে	PLAIN
।	SYMBOL
<eos>	<eos>
রাত	PLAIN
৮:১৫	TIME
এ	PLAIN
আন্তর্জাতিক	PLAIN
সংবাদ	PLAIN
সংস্থা	PLAIN
জানিয়েছে	PLAIN
,	SYMBOL
যুদ্ধবিরতি	PLAIN
চুক্তি	PLAIN
স্বাক্ষরিত	PLAIN
হয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
সকাল	PLAIN
৯:০৫	TIME
এ	PLAIN
শুরু	PLAIN
হওয়া	PLAIN
মন্ত্রিসভার	PLAIN
বৈঠক	PLAIN
চার	PLAIN
ঘণ্টা	PLAIN
চলেছে	PLAIN
।	SYMBOL
<eos>	<eos>
বুধবার	PLAIN
,	SYMBOL
দুপুর	PLAIN
২:৪০	TIME
এ	PLAIN
আন্তঃবিভাগীয়	PLAIN
সমন্বয়	PLAIN
সভা	PLAIN
অনুষ্ঠিত	PLAIN
হবে	PLAIN
।	SYMBOL
<eos>	<eos>
সন্ধ্যা	PLAIN
৭:২০	TIME
মিনিটে	PLAIN
মহানগরীর	PLAIN
বিভিন্ন	PLAIN
এলাকায়	PLAIN
বিদ্যুৎ	PLAIN
চলে	PLAIN
গেছে	PLAIN
।	SYMBOL
<eos>	<eos>
রাত	PLAIN
৯:৫৫	TIME
এ	PLAIN
প্রকাশিত	PLAIN
নির্বাচন	PLAIN
কমিশনের	PLAIN
বিবৃতিতে	PLAIN
বলা	PLAIN
হয়েছে	PLAIN
,	SYMBOL
ভোট	PLAIN
গণনা	PLAIN
শুরু	PLAIN
হয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
ভোর	PLAIN
৪:১৫	TIME
এ	PLAIN
সমুদ্র	PLAIN
বন্দরে	PLAIN
জোয়ার	PLAIN
শুরু	PLAIN
হবে	PLAIN
।	SYMBOL
<eos>	<eos>
১৮	DATE
সেপ্টেম্বর	PLAIN
,	SYMBOL
২০২৫	DATE
,	SYMBOL
সকাল	PLAIN
১১:৫৫	TIME
এ	PLAIN
প্রধানমন্ত্রী	PLAIN
ভারত	PLAIN
সফর	PLAIN
থেকে	PLAIN
দেশে	PLAIN
ফিরবেন	PLAIN
।	SYMBOL
<eos>	<eos>
বিকাল	PLAIN
৩:২০	TIME
মিনিটে	PLAIN
প্রকাশিত	PLAIN
আবহাওয়া	PLAIN
সতর্কবার্তায়	PLAIN
জোর	PLAIN
বৃষ্টির	PLAIN
পূর্বাভাস	PLAIN
দেওয়া	PLAIN
হয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
রাত	PLAIN
১০:৪০	TIME
থেকে	PLAIN
সকাল	PLAIN
৫:১০	TIME
পর্যন্ত	PLAIN
কারফিউ	PLAIN
বলবৎ	PLAIN
থাকবে	PLAIN
।	SYMBOL
<eos>	<eos>
দুপুর	PLAIN
১২:২০	TIME
মিনিটে	PLAIN
ঘটে	PLAIN
যাওয়া	PLAIN
সংঘর্ষে	PLAIN
অন্তত	PLAIN
৫	CARDINAL
জন	PLAIN
আহত	PLAIN
হয়েছেন	PLAIN
।	SYMBOL
<eos>	<eos>
বৃহস্পতিবার	PLAIN
,	SYMBOL
সকাল	PLAIN
৮:৫০	TIME
এ	PLAIN
জাতীয়	PLAIN
সংসদে	PLAIN
আলোচনা	PLAIN
শুরু	PLAIN
হবে	PLAIN
