token	class
প্রয়োজন।	PLAIN
<eos>	<eos>
প্রতি	PLAIN
কেজি	PLAIN
চালের	PLAIN
দাম	PLAIN
৯.৭৫	DECIMAL
টাকা	PLAIN
বেড়েছে।	PLAIN
<eos>	<eos>
ঢাকার	PLAIN
বাসিন্দারা	PLAIN
গড়ে	PLAIN
প্রতিদিন	PLAIN
১.৫৭	DECIMAL
ঘণ্টা	PLAIN
যানজটে	PLAIN
আটকে	PLAIN
থাকে।	PLAIN
<eos>	<eos>
সম্প্রতি	PLAIN
সমীক্ষায়	PLAIN
দেখা	PLAIN
গেছে,	PLAIN
দেশের	PLAIN
৬২.৫	DECIMAL
শতাংশ	PLAIN
মানুষ	PLAIN
স্মার্টফোন	PLAIN
ব্যবহার	PLAIN
করে।	PLAIN
<eos>	<eos>
বেসরকারি	PLAIN
বিশ্ববিদ্যালয়ে	PLAIN
টিউশন	PLAIN
ফি	PLAIN
গড়ে	PLAIN
১২.৭৫	DECIMAL
শতাংশ	PLAIN
বৃদ্ধি	PLAIN
করা	PLAIN
হয়েছে।	PLAIN
<eos>	<eos>
দেশের	PLAIN
অর্থনীতিতে	PLAIN
তৈরি	PLAIN
পোশাক	PLAIN
খাতের	PLAIN
অবদান	PLAIN
১১.১৭	DECIMAL
শতাংশ।	PLAIN
<eos>	<eos>
মেট্রোরেল	PLAIN
প্রকল্পের	PLAIN
৮৭.৯	DECIMAL
শতাংশ	PLAIN
কাজ	PLAIN
ইতিমধ্যে	PLAIN
সম্পন্ন	PLAIN
হয়েছে।	PLAIN
<eos>	<eos>
জাতীয়	PLAIN
বৃক্ষরোপণ	PLAIN
অভিযানে	PLAIN
৪.৮৯	DECIMAL
মিলিয়ন	PLAIN
চারা	PLAIN
রোপণ	PLAIN
করা	PLAIN
হয়েছে।	PLAIN
<eos>	<eos>
গত	PLAIN
অর্থবছরে	PLAIN
রাজস্ব	PLAIN
আদায়	PLAIN
৭.৬	DECIMAL
শতাংশ	PLAIN
বৃদ্ধি	PLAIN
পেয়েছে।	PLAIN
<eos>	<eos>
জাতীয়	PLAIN
ক্রিকেট	PLAIN
দলের	PLAIN
বোলিং	PLAIN
কোচের	PLAIN
বার্ষিক	PLAIN
বেতন	PLAIN
১.৪৫	DECIMAL
লাখ	PLAIN
ডলার	PLAIN
নির্ধারণ	PLAIN
করা	PLAIN
হয়েছে।	PLAIN
<eos>	<eos>
সরকারি	PLAIN
চাকরিতে	PLAIN
নারীদের	PLAIN
অংশগ্রহণ	PLAIN
৩৪.৮	DECIMAL
শতাংশে	PLAIN
উন্নীত	PLAIN
হয়েছে।	PLAIN
<eos>	<eos>
গণপরিবহনে	PLAIN
নতুন	PLAIN
ভাড়া	PLAIN
কাঠামোতে	PLAIN
প্রতি	PLAIN
কিলোমিটারে	PLAIN
২.৩৫	DECIMAL
টাকা	PLAIN
ধার্য	PLAIN
করা	PLAIN
হয়েছে।	PLAIN
<eos>	<eos>
সাক্ষরতার	PLAIN
হার	PLAIN
বেড়ে	PLAIN
এখন	PLAIN
৭৬.৫৮	DECIMAL
শতাংশে	PLAIN
দাঁড়িয়েছে।	PLAIN
<eos>	<eos>
ইউনিয়ন	PLAIN
পরিষদের	PLAIN
মোট	PLAIN
বাজেটের	PLAIN
১৫.৭	DECIMAL
শতাংশ	PLAIN
নারী	PLAIN
উন্নয়নে	PLAIN
ব্যয়	PLAIN
করতে	PLAIN
হবে।	PLAIN
<eos>	<eos>
গত	PLAIN
মাসে	PLAIN
বৈদেশিক	PLAIN
বিনিয়োগ	PLAIN
১.৭৮	DECIMAL
বিলিয়ন	PLAIN
ডলার	PLAIN
রেকর্ড	PLAIN
করা	PLAIN
হয়েছে।	PLAIN
<eos>	<eos>
ঢাকা-চট্টগ্রাম	PLAIN
মহাসড়কের	PLAIN
২৩.৪৫	DECIMAL
কিলোমিটার	PLAIN
অংশ	PLAIN
প্রশস্তকরণ	PLAIN
করা	PLAIN
হচ্ছে।	PLAIN
<eos>	<eos>
দেশের	PLAIN
বিভিন্ন	PLAIN
জেলায়	PLAIN
৪৫০.৫	DECIMAL
কিলোমিটার	PLAIN
রাস্তা	PLAIN
নির্মাণ	PLAIN
ও	PLAIN
মেরামত	PLAIN
করা	PLAIN
হবে।	PLAIN
<eos>	<eos>
নির্বাচনে	PLAIN
ভোটার	PLAIN
উপস্থিতি	PLAIN
৬৩.৭৮	DECIMAL
শতাংশ	PLAIN
রেকর্ড	PLAIN
করা	PLAIN
হয়েছে।	PLAIN
<eos>	<eos>
গত	PLAIN
বছর	PLAIN
দেশে	PLAIN
প্রত্যক্ষ	PLAIN
বিদেশি	PLAIN
বিনিয়োগ	PLAIN
৩.৮৭	DECIMAL
বিলিয়ন	PLAIN
ডলার	PLAIN
আসার	PLAIN
তথ্য	PLAIN
পাওয়া	PLAIN
গেছে।	PLAIN
<eos>	<eos>
ন্যাশনাল	PLAIN
হাইওয়ে	PLAIN
প্রজেক্টের	PLAIN
৭২.৫	DECIMAL
শতাংশ	PLAIN
কাজ	PLAIN
সম্পন্ন	PLAIN
হয়েছে।	PLAIN
<eos>	<eos>
জাতীয়	PLAIN
জরিপ	PLAIN
অনুযায়ী,	PLAIN
গ্রামাঞ্চলে	PLAIN
প্রতিদিন	PLAIN
মাথাপিছু	PLAIN
পানি	PLAIN
ব্যবহার	PLAIN
৫৭.৬	DECIMAL
লিটার।	PLAIN
<eos>	<eos>
দেশের	PLAIN
মোট	PLAIN
জনসংখ্যার	PLAIN
৪২.৭	DECIMAL
শতাংশ	PLAIN
শ্রমশক্তিতে	PLAIN
অবদান	PLAIN
রাখছে।	PLAIN
<eos>	<eos>
নিত্যপ্রয়োজনীয়	PLAIN
পণ্যের	PLAIN
দাম	PLAIN
গড়ে	PLAIN
৭.৯	DECIMAL
শতাংশ	PLAIN
বৃদ্ধি	PLAIN
পেয়েছে।	PLAIN
<eos>	<eos>
ঢাকা	PLAIN
শহরে	PLAIN
গাড়ির	PLAIN
গড়	PLAIN
গতি	PLAIN
প্রতিঘণ্টায়	PLAIN
১৯.৭	DECIMAL
কিলোমিটার।	PLAIN
<eos>	<eos>
উচ্চ	PLAIN
শিক্ষা	PLAIN
প্রতিষ্ঠানে	PLAIN
ছাত্রছাত্রী	PLAIN
অনুপাত	PLAIN
১:১.৪৫	PLAIN
অনুপাতে	PLAIN
রয়েছে।	PLAIN
<eos>	<eos>
পরিবেশ	PLAIN
দূষণ	PLAIN
কমাতে	PLAIN
কারখানাগুলোর	PLAIN
জন্য	PLAIN
বার্ষিক	PLAIN
১.৭৮	DECIMAL
শতাংশ	PLAIN
কার্বন	PLAIN
নিঃসরণ	PLAIN
কমানোর	PLAIN
বাধ্যবাধকতা	PLAIN
আরোপ	PLAIN
করা	PLAIN
হয়েছে।	PLAIN
<eos>	<eos>
বাংলাদেশে	PLAIN
প্রতি	PLAIN
বর্গকিলোমিটারে	PLAIN
জনসংখ্যার	PLAIN
ঘনত্ব	PLAIN
১১৩৪.৯	DECIMAL
জন।	PLAIN
<eos>	<eos>
গত	PLAIN
বছর	PLAIN
রেমিট্যান্স	PLAIN
১৮.৪	DECIMAL
%	SYMBOL
বৃদ্ধি	PLAIN
পেয়ে	PLAIN
২২.১৮	DECIMAL
বিলিয়ন	PLAIN
ডলারে	PLAIN
পৌঁছেছে।	PLAIN
<eos>	<eos>
গত	PLAIN
অর্থবছরে	PLAIN
দেশের	PLAIN
বার্ষিক	PLAIN
প্রবৃদ্ধি	PLAIN
৬.৭৮	DECIMAL
শতাংশ	PLAIN
অর্জিত	PLAIN
হয়েছে।	PLAIN
<eos>	<eos>
সরকারি	PLAIN
হাসপাতালে	PLAIN
ডাক্তার-রোগী	PLAIN
অনুপাত	PLAIN
১:৩৪.৫	PLAIN
এ	PLAIN
দাঁড়িয়েছে।	PLAIN
<eos>	<eos>
নতুন	PLAIN
বিনিয়োগ	PLAIN
আকর্ষণে	PLAIN
করছাড়	PLAIN
১৫.৭৫	DECIMAL
শতাংশ	PLAIN
বাড়ানো	PLAIN
হয়েছে।	PLAIN
<eos>	<eos>
দেশের	PLAIN
আয়তন	PLAIN
১৪৭,৫৭০.০০	DECIMAL
বর্গকিলোমিটার।	PLAIN
<eos>	<eos>
গত	PLAIN
মাসে	PLAIN
বিদেশি	PLAIN
পর্যটকের	PLAIN
সংখ্যা	PLAIN
৩৪.৭	DECIMAL
শতাংশ	PLAIN
বেড়েছে।	PLAIN
<eos>	<eos>
সরকারি	PLAIN
স্কুলের	PLAIN
শিক্ষকদের	PLAIN
বেতন	PLAIN
১২.৩৫	DECIMAL
শতাংশ	PLAIN
বাড়ানো	PLAIN
হয়েছে।	PLAIN
<eos>	<eos>
সাম্প্রতিক	PLAIN
গবেষণায়	PLAIN
দেখা	PLAIN
গেছে,	PLAIN
দেশের	PLAIN
জনসংখ্যার	PLAIN
১৮.৪	DECIMAL
শতাংশ	PLAIN
প্রতিবন্ধী	PLAIN
ব্যক্তি।	PLAIN
<eos>	<eos>
নতুন	PLAIN
উদ্যোক্তাদের	PLAIN
জন্য	PLAIN
২.৭৫	DECIMAL
শতাংশ	PLAIN
সুদে	PLAIN
ঋণ	PLAIN
সুবিধা	PLAIN
দেওয়া	PLAIN
হবে।	PLAIN
<eos>	<eos>
গত	PLAIN
বছর	PLAIN
রপ্তানি	PLAIN
আয়	PLAIN
৫৩.৮৩	DECIMAL
বিলিয়ন	PLAIN
ডলার	PLAIN
অর্জন	PLAIN
করেছে।	PLAIN
<eos>	<eos>
নির্বাচনী	PLAIN
এলাকার	PLAIN
মোট	PLAIN
ভোটারের	PLAIN
৭৭.৮৯	DECIMAL
শতাংশ	PLAIN
ভোট	PLAIN
দিয়েছেন।	PLAIN
<eos>	<eos>
সড়ক	PLAIN
দুর্ঘটনায়	PLAIN
মৃত্যুর	PLAIN
হার	PLAIN
গত	PLAIN
বছরের	PLAIN
তুলনায়	PLAIN
৭.৬	DECIMAL
শতাংশ	PLAIN
কমেছে।	PLAIN
<eos>	<eos>
দেশের	PLAIN
প্রধান	PLAIN
নদীগুলোর	PLAIN
৪৫.৩	DECIMAL
শতাংশ	PLAIN
এলাকা	PLAIN
দূষণের	PLAIN
শিকার।	PLAIN
<eos>	<eos>
বৃক্ষরোপণ	PLAIN
অভিযানে	PLAIN
দেশব্যাপী	PLAIN
৩.৭৫	DECIMAL
মিলিয়ন	PLAIN
গাছ	PLAIN
লাগানো	PLAIN
হবে।	PLAIN
<eos>	<eos>
গত	PLAIN
বছর	PLAIN
শেয়ার	PLAIN
বাজারে	PLAIN
সূচক	PLAIN
১২.৬৮	DECIMAL
শতাংশ	PLAIN
বৃদ্ধি	PLAIN
পেয়েছে।	PLAIN
<eos>	<eos>
চলতি	PLAIN
বছর	PLAIN
পর্যন্ত	PLAIN
দেশের	PLAIN
মোট	PLAIN
রাস্তার	PLAIN
দৈর্ঘ্য	PLAIN
২২,০৯৬.৫৮	DECIMAL
কিলোমিটার।	PLAIN
<eos>	<eos>
জাতীয়	PLAIN
বাজেটের	PLAIN
১৪.৯	DECIMAL
শতাংশ	PLAIN
কৃষি	PLAIN
খাতে	PLAIN
বরাদ্দ	PLAIN
রাখা	PLAIN
হয়েছে।	PLAIN
<eos>	<eos>
গড়	PLAIN
আয়ু	PLAIN
বেড়ে	PLAIN
৭২.৮	DECIMAL
বছরে	PLAIN
উন্নীত	PLAIN
হয়েছে।	PLAIN
<eos>	<eos>
বাংলাদেশের	PLAIN
উপকূলীয়	PLAIN
অঞ্চলের	PLAIN
১৭.৫	DECIMAL
শতাংশ	PLAIN
জোয়ারের	PLAIN
পানিতে	PLAIN
প্লাবিত	PLAIN
হওয়ার	PLAIN
ঝুঁকিতে	PLAIN
রয়েছে।	PLAIN
<eos>	<eos>
ব্যাংকের	PLAIN
মোট	PLAIN
ঋণের	PLAIN
৪.৭৮	DECIMAL
শতাংশ	PLAIN
খেলাপি	PLAIN
ঋণে	PLAIN
পরিণত	PLAIN
হয়েছে।	PLAIN
<eos>	<eos>
দেশের	PLAIN
মোট	PLAIN
জনসংখ্যার	PLAIN
৬৫.৮৯	DECIMAL
শতাংশ	PLAIN
গ্রামে	PLAIN
বাস	PLAIN
করে।	PLAIN
<eos>	<eos>
বিদ্যুৎ	PLAIN
উৎপাদন	PLAIN
ক্ষমতা	PLAIN
বেড়ে	PLAIN
২৫,২৩৫.৪	DECIMAL
মেগাওয়াটে	PLAIN
পৌঁছেছে।	PLAIN
<eos>	<eos>
জাতীয়	PLAIN
রাজস্ব	PLAIN
বোর্ডের	PLAIN
হিসাব	PLAIN
অনুযায়ী,	PLAIN
গত	PLAIN
বছর	PLAIN
ট্যাক্স-জিডিপি	PLAIN
অনুপাত	PLAIN
৯.৫৩	DECIMAL
শতাংশে	PLAIN
উন্নীত	PLAIN
হয়েছে।	PLAIN
<eos>	<eos>
বাজেট	PLAIN
ঘাটতি	PLAIN
জিডিপির	PLAIN
৫.৯	DECIMAL
শতাংশে	PLAIN
নামিয়ে	PLAIN
আনা	PLAIN
হয়েছে।	PLAIN
<eos>	<eos>
শিল্প	PLAIN
খাতে	PLAIN
বিনিয়োগ	PLAIN
৮.৬৭	DECIMAL
শতাংশ	PLAIN
বেড়েছে।	PLAIN
<eos>	<eos>
সিটি	PLAIN
করপোরেশন	PLAIN
এলাকায়	PLAIN
বসবাসকারী	PLAIN
জনসংখ্যার	PLAIN
৭৮.৩৪	DECIMAL
শতাংশের	PLAIN
কাছে	PLAIN
নিরাপদ	PLAIN
পানির	PLAIN
ব্যবস্থা	PLAIN
রয়েছে।	PLAIN
<eos>	<eos>
গত	PLAIN
মাসে	PLAIN
বিদেশি	PLAIN
মুদ্রার	PLAIN
বিনিময়	PLAIN
হার	PLAIN
১১০.৫	DECIMAL
টাকা	PLAIN
প্রতি	PLAIN
ডলার	PLAIN
রেকর্ড	PLAIN
করা	PLAIN
হয়েছে।	PLAIN
<eos>	<eos>
চলতি	PLAIN
বছর	PLAIN
কর্মসংস্থান	PLAIN
৩.৭৫	DECIMAL
শতাংশ	PLAIN
বাড়ানোর	PLAIN
লক্ষ্য	PLAIN
নির্ধারণ	PLAIN
করা	PLAIN
হয়েছে।	PLAIN
<eos>	<eos>
দেশের	PLAIN
মোট	PLAIN
জনসংখ্যার	PLAIN
৩২.৫৬	DECIMAL
শতাংশ	PLAIN
৩০	CARDINAL
বছরের	PLAIN
নিচে।	PLAIN
<eos>	<eos>
সিলেট	PLAIN
বিভাগে	PLAIN
গড়	PLAIN
বৃষ্টিপাতের	PLAIN
পরিমাণ	PLAIN
৪২৪.৭	DECIMAL
মিলিমিটার।	PLAIN
<eos>	<eos>
জাতীয়	PLAIN
ক্রিকেট	PLAIN
দলের	PLAIN
সাফল্যে	PLAIN
দেশের	PLAIN
জিডিপিতে	PLAIN
০.৯৮	DECIMAL
শতাংশ	PLAIN
ইতিবাচক	PLAIN
প্রভাব	PLAIN
পড়েছে।	PLAIN
<eos>	<eos>
ঢাকা-চট্টগ্রাম	PLAIN
মহাসড়কে	PLAIN
গড়	PLAIN
দুর্ঘটনার	PLAIN
সংখ্যা	PLAIN
১৭.৪	DECIMAL
শতাংশ	PLAIN
কমেছে।	PLAIN
<eos>	<eos>
সরকারি	PLAIN
কর্মকর্তাদের	PLAIN
বেতন	PLAIN
বৃদ্ধির	PLAIN
ফলে	PLAIN
বাজেটে	PLAIN
২.৬৭	DECIMAL
শতাংশ	PLAIN
অতিরিক্ত	PLAIN
চাপ	PLAIN
পড়বে।	PLAIN
<eos>	<eos>
বিশ্ববিদ্যালয়ে	PLAIN
ভর্তি	PLAIN
পরীক্ষায়	PLAIN
উত্তীর্ণের	PLAIN
হার	PLAIN
৪৫.৭৮	DECIMAL
শতাংশ।	PLAIN
<eos>	<eos>
কৃষি	PLAIN
ঋণের	PLAIN
সুদের	PLAIN
হার	PLAIN
কমিয়ে	PLAIN
৪.৫	DECIMAL
শতাংশে	PLAIN
নামিয়ে	PLAIN
আনা	PLAIN
হয়েছে।	PLAIN
<eos>	<eos>
মৎস্য	PLAIN
উৎপাদন	PLAIN
গত	PLAIN
বছরের	PLAIN
তুলনায়	PLAIN
৫.৬	DECIMAL
শতাংশ	PLAIN
বেড়েছে।	PLAIN
<eos>	<eos>
শিক্ষাপ্রতিষ্ঠানে	PLAIN
ইন্টারনেট	PLAIN
সংযোগের	PLAIN
হার	PLAIN
৬৭.৩৪	DECIMAL
শতাংশে	PLAIN
উন্নীত	PLAIN
হয়েছে।	PLAIN
<eos>	<eos>
সরকারি	PLAIN
বাজেটে	PLAIN
স্বাস্থ্য	PLAIN
